accession,syn_id,mibig_reference,product,type,sid_type,tonb_num,pb_num,family,genus,species,genome_tonb,genome_pb
GCF_013154935.1,"GCF_013154935.1|NZ_CP053543.1|r2c1|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,2,1,Vibrionaceae,Vibrio,Vibrio europaeus,9,6
GCF_015654285.1,"GCF_015654285.1|NZ_CP064857.1|r2c1|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,2,1,Vibrionaceae,Vibrio,Vibrio europaeus,9,7
GCF_009763905.1,GCF_009763905.1|NZ_CP046820.1|r1c1|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio metoecus,7,5
GCF_009665255.1,GCF_009665255.1|NZ_CP035686.1|r1c2|aerobactin,BGC0002682,aerobactin,Other,NIS,1,1,Vibrionaceae,Vibrio,Vibrio metoecus,7,5
GCF_009763865.1,GCF_009763865.1|NZ_CP046817.1|r1c2|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio metoecus,7,5
GCF_009665275.1,GCF_009665275.1|NZ_CP035688.1|r1c1|aerobactin,BGC0002682,aerobactin,Other,NIS,1,1,Vibrionaceae,Vibrio,Vibrio metoecus,7,5
GCF_000772105.1,"GCF_000772105.1|NZ_CP009355.1|r2c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio tubiashii,7,5
GCF_019977755.1,GCF_019977755.1|NZ_AP025144.1|r1c9|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,10
GCF_019977755.1,GCF_019977755.1|NZ_AP025145.1|r2c1|vicibactin,BGC0000457,vicibactin,NRP,Other,0,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,10
GCF_019977755.1,GCF_019977755.1|NZ_AP025145.1|r2c2|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio penaeicida,8,10
GCF_019977775.1,GCF_019977775.1|NZ_AP025147.1|r1c9|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977775.1,GCF_019977775.1|NZ_AP025148.1|r2c1|vicibactin,BGC0000457,vicibactin,NRP,Other,0,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977775.1,GCF_019977775.1|NZ_AP025148.1|r2c2|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977815.1,GCF_019977815.1|NZ_AP025152.1|r1c9|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977815.1,GCF_019977815.1|NZ_AP025153.1|r2c1|vicibactin,BGC0000457,vicibactin,NRP,Other,0,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977815.1,GCF_019977815.1|NZ_AP025153.1|r2c2|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977835.1,GCF_019977835.1|NZ_AP025155.1|r1c9|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977835.1,GCF_019977835.1|NZ_AP025156.1|r2c1|vicibactin,BGC0000457,vicibactin,NRP,Other,0,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977835.1,GCF_019977835.1|NZ_AP025156.1|r2c2|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977795.1,GCF_019977795.1|NZ_AP025149.1|r1c9|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977795.1,GCF_019977795.1|NZ_AP025150.1|r2c1|vicibactin,BGC0000457,vicibactin,NRP,Other,0,0,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_019977795.1,GCF_019977795.1|NZ_AP025150.1|r2c2|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio penaeicida,8,9
GCF_024347635.1,GCF_024347635.1|NZ_AP025510.1|r1c1|unknown,unknown,unknown,unknown,NIS,0,1,Vibrionaceae,Vibrio,Vibrio tasmaniensis,13,10
GCF_001547935.1,GCF_001547935.1|NZ_AP014636.1|r1c3|enterobactin,BGC0000343,enterobactin,NRP,NRP,0,0,Vibrionaceae,Vibrio,Vibrio tritonius,13,11
GCF_002218045.2,GCF_002218045.2|NZ_AP018686.1|r2c2|unknown,unknown,unknown,unknown,NIS,0,1,Vibrionaceae,Vibrio,Vibrio rumoiensis,5,5
GCF_002224365.1,GCF_002224365.1|NZ_CP022437.1|r1c5|unknown,unknown,unknown,unknown,NIS,0,0,Bacillaceae,Virgibacillus,Virgibacillus necropolis,0,8
GCF_002216775.1,"GCF_002216775.1|NZ_CP022315.1|r1c6|speibonoxamine, desoxy-desferrioxamine D1, desferrioxamine D1, desferrioxamine B, didesoxy-desferrioxamine D1, desoxy-desferrioxamine B, didesoxy-desferrioxamine B",BGC0002692,"speibonoxamine, desoxy-desferrioxamine D1, desferrioxamine D1, desferrioxamine B, didesoxy-desferrioxamine D1, desoxy-desferrioxamine B, didesoxy-desferrioxamine B",Other,NIS,0,0,Bacillaceae,Virgibacillus,Virgibacillus phasianinus,0,7
GCF_024347595.1,"GCF_024347595.1|NZ_AP025506.1|r1c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio pomeroyi,8,5
GCF_024347055.1,GCF_024347055.1|NZ_AP024896.1|r2c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,0,0,Vibrionaceae,Vibrio,Vibrio porteresiae,13,14
GCF_024347095.1,GCF_024347095.1|NZ_AP024903.1|r1c3|taxlllaid A,BGC0001133,taxlllaid A,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio rhizosphaerae,6,6
GCF_024347095.1,GCF_024347095.1|NZ_AP024903.1|r1c4|vanchrobactin,BGC0000454,vanchrobactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio rhizosphaerae,6,6
GCF_003716875.1,GCF_003716875.1|NZ_CP033077.1|r1c2|unknown,unknown,unknown,unknown,NIS,1,1,Vibrionaceae,Vibrio,Vibrio zhugei,7,7
GCF_024347155.1,GCF_024347155.1|NZ_AP024912.1|r2c2|unknown,unknown,unknown,unknown,NIS,1,1,Vibrionaceae,Vibrio,Vibrio zhugei,7,7
GCF_000196095.1,GCF_000196095.1|NC_004605.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,11,5
GCF_002204915.1,GCF_002204915.1|NZ_CP016322.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_009665475.1,GCF_009665475.1|NZ_CP035732.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,7,4
GCF_009764115.1,GCF_009764115.1|NZ_CP046834.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,10,4
GCF_014107515.1,GCF_014107515.1|NZ_CP044207.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,5
GCF_002215135.1,GCF_002215135.1|NZ_CP014637.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_000746665.1,GCF_000746665.1|NZ_CP009262.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_002863725.1,GCF_002863725.1|NZ_CP019122.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_002850455.1,GCF_002850455.1|NZ_CP019321.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_025994915.1,GCF_025994915.1|NZ_AP026553.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_029990625.1,GCF_029990625.1|NZ_CP118439.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_003522555.1,GCF_003522555.1|NZ_CP019291.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_002117205.1,GCF_002117205.1|NZ_CP015513.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_014211935.1,GCF_014211935.1|NZ_CP060048.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_001675245.1,GCF_001675245.1|NZ_CP012740.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_008693685.1,GCF_008693685.1|NZ_CP044068.1|r1c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_001558515.2,GCF_001558515.2|NZ_CP014048.2|r1c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_001653775.1,GCF_001653775.1|NZ_CP011776.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,10,4
GCF_009764095.1,GCF_009764095.1|NZ_CP046833.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_001433435.1,GCF_001433435.1|NZ_CP009985.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,10,4
GCF_004319645.1,GCF_004319645.1|NZ_CP027031.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_022812045.1,GCF_022812045.1|NZ_CP089203.1|r1c4|vibriobactin,BGC0000945,vibriobactin,Other (Unknown),NRP,0,1,Vibrionaceae,Vibrio,Vibrio splendidus,8,7
GCF_024347615.1,GCF_024347615.1|NZ_AP025509.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio splendidus,13,8
GCF_022812155.1,GCF_022812155.1|NZ_CP089205.1|r1c3|vibriobactin,BGC0000945,vibriobactin,Other (Unknown),NRP,0,1,Vibrionaceae,Vibrio,Vibrio splendidus,6,7
GCF_003345295.1,GCF_003345295.1|NZ_CP031056.1|r2c1|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio splendidus,11,6
GCF_022811945.1,"GCF_022811945.1|NZ_CP089201.1|r1c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio splendidus,9,6
GCF_023195835.1,GCF_023195835.1|NZ_CP096200.1|r2c2|aerobactin,BGC0002682,aerobactin,Other,NIS,1,1,Vibrionaceae,Vibrio,Vibrio sinaloensis,3,3
GCF_024347115.1,"GCF_024347115.1|NZ_AP024905.1|r1c5|vanchrobactin, trivanchrobactin, divanchrobactin",BGC0002415,"vanchrobactin, trivanchrobactin, divanchrobactin",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio ruber,4,4
GCF_024347115.1,GCF_024347115.1|NZ_AP024905.1|r1c6|taxlllaid A,BGC0001133,taxlllaid A,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio ruber,4,4
GCF_900233005.1,GCF_900233005.1|NZ_LT960611.1|r1c4|unknown,unknown,unknown,unknown,NIS,0,1,Vibrionaceae,Vibrio,Vibrio tapetis,14,11
GCF_900233005.1,GCF_900233005.1|NZ_LT960612.1|r2c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio tapetis,14,11
GCF_014083925.1,"GCF_014083925.1|NZ_CP046268.1|r1c4|vanchrobactin, trivanchrobactin, divanchrobactin",BGC0002415,"vanchrobactin, trivanchrobactin, divanchrobactin",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio spartinae,5,5
GCF_024347135.1,"GCF_024347135.1|NZ_AP024907.1|r1c5|vanchrobactin, trivanchrobactin, divanchrobactin",BGC0002415,"vanchrobactin, trivanchrobactin, divanchrobactin",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio spartinae,5,5
GCF_002224265.1,GCF_002224265.1|NZ_CP012882.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_002216685.1,GCF_002216685.1|NZ_CP022353.1|r1c2|aerobactin,BGC0002682,aerobactin,Other,NIS,1,1,Vibrionaceae,Vibrio,Vibrio tarriae,6,5
GCF_000568495.1,GCF_000568495.1|NZ_CP007005.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,11,5
GCF_000430405.1,GCF_000430405.1|NC_021821.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,11,5
GCF_000430425.1,GCF_000430425.1|NC_021822.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,11,5
GCF_009649015.1,GCF_009649015.1|NZ_CP045795.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,11,5
GCF_000328405.1,GCF_000328405.1|NC_019971.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,11,5
GCF_000039765.1,GCF_000039765.1|NC_004460.2|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,7,4
GCF_003047125.1,GCF_003047125.1|NZ_CP017636.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,9,4
GCF_000186585.1,GCF_000186585.1|NC_014966.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,8,4
GCF_000009745.1,GCF_000009745.1|NC_005140.1|r2c1|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio vulnificus,7,4
GCF_028551255.1,GCF_028551255.1|NZ_CP117029.1|r1c1|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio tubiashii,12,9
GCF_003667785.1,GCF_003667785.1|NZ_CP033046.1|r1c8|bacillibactin,BGC0001185,bacillibactin,NRP,NRP,0,0,Bacillaceae,Virgibacillus,Virgibacillus sp. Bac332,0,7
GCF_015159555.1,GCF_015159555.1|NZ_CP063302.1|r1c1|bacillibactin,BGC0001185,bacillibactin,NRP,NRP,0,2,Planococcaceae,Viridibacillus,Viridibacillus sp. JNUCC-6,0,14
GCF_905175355.1,GCF_905175355.1|NZ_HG992742.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. B1ASS3,11,6
GCF_019904195.1,GCF_019904195.1|NZ_CP063200.1|r2c2|unknown,unknown,unknown,unknown,Other,0,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43132,9,12
GCF_019904195.1,GCF_019904195.1|NZ_CP063200.1|r2c3|vulnibactin,BGC0000460,vulnibactin,NRP,NRP,0,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43132,9,12
GCF_023716585.1,GCF_023716585.1|NZ_CP071851.1|r2c1|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43140,6,7
GCF_023206395.1,"GCF_023206395.1|NZ_CP066149.1|r1c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. ED004,9,5
GCF_023277445.1,GCF_023277445.1|NZ_CP080238.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. ED002,14,7
GCF_023277445.1,"GCF_023277445.1|NZ_CP080238.1|r1c2|amphi-enterobactin 1, amphi-enterobactin 2, amphi-enterobactin 3, amphi-enterobactin 4",BGC0001890,"amphi-enterobactin 1, amphi-enterobactin 2, amphi-enterobactin 3, amphi-enterobactin 4",NRP,NRP,0,0,Vibrionaceae,Vibrio,Vibrio sp. ED002,14,7
GCF_023503985.1,GCF_023503985.1|NZ_CP097294.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. J383,11,7
GCF_023503985.1,GCF_023503985.1|NZ_CP097295.1|r3c1|anguibactin,BGC0002468,anguibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. J383,11,7
GCF_905175335.1,GCF_905175335.1|NZ_HG992751.1|r1c2|unknown,unknown,unknown,unknown,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. B1FIG11,9,6
GCF_905175335.1,"GCF_905175335.1|NZ_HG992751.1|r1c3|amphi-enterobactin 1, amphi-enterobactin 2, amphi-enterobactin 3, amphi-enterobactin 4",BGC0001890,"amphi-enterobactin 1, amphi-enterobactin 2, amphi-enterobactin 3, amphi-enterobactin 4",NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. B1FIG11,9,6
GCF_023716845.1,GCF_023716845.1|NZ_CP068025.1|r2c2|unknown,unknown,unknown,unknown,NIS,1,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43133,9,6
GCF_023716605.1,GCF_023716605.1|NZ_CP071852.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43155,20,7
GCF_023716605.1,GCF_023716605.1|NZ_CP071853.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43155,20,7
GCF_009363455.1,"GCF_009363455.1|NZ_CP045355.1|r1c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. THAF64,11,7
GCF_009363455.1,GCF_009363455.1|NZ_CP045356.1|r2c2|piscibactin,BGC0002613,piscibactin,"NRP, Polyketide",NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. THAF64,11,7
GCF_009708195.1,"GCF_009708195.1|NZ_CP046162.1|r1c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. THAF191c,11,7
GCF_009708195.1,GCF_009708195.1|NZ_CP046163.1|r2c2|piscibactin,BGC0002613,piscibactin,"NRP, Polyketide",NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. THAF191c,11,7
GCF_009676865.1,"GCF_009676865.1|NZ_CP046065.1|r1c4|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. THAF191d,11,7
GCF_009676865.1,GCF_009676865.1|NZ_CP046066.1|r2c2|piscibactin,BGC0002613,piscibactin,"NRP, Polyketide",NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. THAF191d,11,7
GCF_026000495.1,GCF_026000495.1|NZ_AP026766.1|r2c1|unknown,unknown,unknown,unknown,NIS,0,0,Vibrionaceae,Vibrio,Vibrio sp. STUT-A16,14,6
GCF_000241385.1,GCF_000241385.1|NC_016613.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. EJY3,10,6
GCF_023650755.1,GCF_023650755.1|NZ_CP071841.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43097,15,8
GCF_023650755.1,GCF_023650755.1|NZ_CP071841.1|r2c2|anguibactin,BGC0002468,anguibactin,NRP,NRP,1,2,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43097,15,8
GCF_023716525.1,GCF_023716525.1|NZ_CP071843.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43009,16,8
GCF_023716625.1,GCF_023716625.1|NZ_CP071856.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43153,15,6
GCF_023716645.1,"GCF_023716645.1|NZ_CP071857.1|r1c3|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43145,4,4
GCF_026000435.1,GCF_026000435.1|NZ_AP026763.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,0,0,Vibrionaceae,Vibrio,Vibrio sp. STUT-A11,15,11
GCF_026000435.1,GCF_026000435.1|NZ_AP026764.1|r2c1|anguibactin,BGC0002468,anguibactin,NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. STUT-A11,15,11
GCF_025397955.1,GCF_025397955.1|NZ_CP104554.1|r1c3|vanchrobactin,BGC0000454,vanchrobactin,NRP,NRP,2,0,Vibrionaceae,Vibrio,Vibrio sp. J502,9,6
GCF_025397955.1,GCF_025397955.1|NZ_CP104555.1|r2c2|piscibactin,BGC0002613,piscibactin,"NRP, Polyketide",NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. J502,9,6
GCF_003443775.1,GCF_003443775.1|NZ_CP028943.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. dhg,10,6
GCF_029958905.1,GCF_029958905.1|NZ_CP124614.1|r2c2|unknown,unknown,unknown,unknown,NIS,1,1,Vibrionaceae,Vibrio,Vibrio sp. YMD68,4,4
GCF_016920955.1,GCF_016920955.1|NZ_CP060590.1|r2c1|vibrioferrin,BGC0000946,vibrioferrin,Other,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. sp1,16,8
GCF_029016485.1,GCF_029016485.1|NZ_CP092107.1|r2c1|unknown,unknown,unknown,unknown,NIS,0,0,Vibrionaceae,Vibrio,Vibrio sp. JC009,3,4
GCF_009363355.1,GCF_009363355.1|NZ_CP045340.1|r3c1|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. THAF190c,19,9
GCF_023716705.1,"GCF_023716705.1|NZ_CP072680.1|r1c2|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43186,4,4
GCF_023716545.1,"GCF_023716545.1|NZ_CP071845.1|r1c2|amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",BGC0002691,"amphibactin B, amphibactin C, amphibactin D, amphibactin E, amphibactin H, amphibactin S, amphibactin T, amphibactin V",NRP,NRP,1,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43139,4,4
GCF_029962385.1,GCF_029962385.1|NZ_CP071708.1|r1c2|unknown,unknown,unknown,unknown,NIS,1,0,Vibrionaceae,Vibrio,Vibrio sp. ABG19,13,11
GCF_905175365.1,GCF_905175365.1|NZ_HG992758.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. B1FLJ16,7,5
GCF_905175385.1,GCF_905175385.1|NZ_HG992749.1|r1c2|enterobactin,BGC0000343,enterobactin,NRP,NRP,1,0,Vibrionaceae,Vibrio,Vibrio sp. B1FLJ16,8,5
GCF_023716665.1,GCF_023716665.1|NZ_CP071860.1|r2c2|unknown,unknown,unknown,unknown,NIS,0,0,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43135,8,4
GCF_023716565.1,GCF_023716565.1|NZ_CP071849.1|r2c1|unknown,unknown,unknown,unknown,NIS,2,1,Vibrionaceae,Vibrio,Vibrio sp. SCSIO 43136,12,10
GCF_016807805.1,GCF_016807805.1|NZ_CP063362.1|r1c9|bacillibactin,BGC0001185,bacillibactin,NRP,NRP,1,1,Xanthobacteraceae,Xanthobacter,Xanthobacter dioxanivorans,7,4
