Strain_Name,Has_BamA,Best_Evalue,Hit_Locus_Tag,Final_Classification
GCF_030122945.1,False,,Clean,Monoderm (Keep)
GCF_030123005.1,False,,Clean,Monoderm (Keep)
GCF_030123385.1,False,,Clean,Monoderm (Keep)
GCF_030142075.1,False,,Clean,Monoderm (Keep)
GCF_030123425.1,False,,Clean,Monoderm (Keep)
GCF_030123205.1,False,,Clean,Monoderm (Keep)
GCF_030127405.1,False,,Clean,Monoderm (Keep)
GCF_030123305.1,False,,Clean,Monoderm (Keep)
GCF_030167075.1,False,,Clean,Monoderm (Keep)
GCF_030123485.1,False,,Clean,Monoderm (Keep)
GCF_030123345.1,False,,Clean,Monoderm (Keep)
GCF_030123025.1,False,,Clean,Monoderm (Keep)
GCF_030128945.2,False,,Clean,Monoderm (Keep)
GCF_030123225.1,False,,Clean,Monoderm (Keep)
GCF_030123085.1,False,,Clean,Monoderm (Keep)
GCF_030167015.1,False,,Clean,Monoderm (Keep)
GCF_030123285.1,False,,Clean,Monoderm (Keep)
GCF_030123045.1,False,,Clean,Monoderm (Keep)
GCF_030122905.1,False,,Clean,Monoderm (Keep)
GCF_030123405.1,False,,Clean,Monoderm (Keep)
GCF_030122845.1,False,,Clean,Monoderm (Keep)
GCF_030127205.1,False,,Clean,Monoderm (Keep)
GCF_030123165.1,False,,Clean,Monoderm (Keep)
GCF_030123245.1,False,,Clean,Monoderm (Keep)
GCF_030123065.1,False,,Clean,Monoderm (Keep)
GCF_030123365.1,False,,Clean,Monoderm (Keep)
GCF_030122925.1,False,,Clean,Monoderm (Keep)
GCF_030123325.1,False,,Clean,Monoderm (Keep)
GCF_030127045.1,False,,Clean,Monoderm (Keep)
GCF_030123265.1,False,,Clean,Monoderm (Keep)
GCF_030123445.1,False,,Clean,Monoderm (Keep)
GCF_030123185.1,False,,Clean,Monoderm (Keep)
GCF_030123145.1,False,,Clean,Monoderm (Keep)
GCF_030123105.1,False,,Clean,Monoderm (Keep)
GCF_030123505.1,False,,Clean,Monoderm (Keep)
GCF_030166715.1,False,,Clean,Monoderm (Keep)
GCF_030168775.1,False,,Clean,Monoderm (Keep)
GCF_030219445.1,False,,Clean,Monoderm (Keep)
GCF_030169715.1,False,,Clean,Monoderm (Keep)
GCF_030219425.1,False,,Clean,Monoderm (Keep)
GCF_030178475.1,False,,Clean,Monoderm (Keep)
GCF_030169085.1,False,,Clean,Monoderm (Keep)
GCF_030177695.1,False,,Clean,Monoderm (Keep)
GCF_030177855.1,False,,Clean,Monoderm (Keep)
GCF_030219945.1,False,,Clean,Monoderm (Keep)
GCF_030219925.1,False,,Clean,Monoderm (Keep)
GCF_030229125.2,False,,Clean,Monoderm (Keep)
GCF_030262405.2,False,,Clean,Monoderm (Keep)
GCF_030253605.1,False,,Clean,Monoderm (Keep)
GCF_030229385.2,False,,Clean,Monoderm (Keep)
GCF_030290995.1,False,,Clean,Monoderm (Keep)
GCF_030252485.1,False,,Clean,Monoderm (Keep)
GCF_030229705.2,False,,Clean,Monoderm (Keep)
GCF_030252775.1,False,,Clean,Monoderm (Keep)
GCF_030285945.1,False,,Clean,Monoderm (Keep)
GCF_030252755.1,False,,Clean,Monoderm (Keep)
GCF_030262395.2,False,,Clean,Monoderm (Keep)
GCF_030262455.2,False,,Clean,Monoderm (Keep)
GCF_030291715.1,False,,Clean,Monoderm (Keep)
GCF_030291655.1,False,,Clean,Monoderm (Keep)
GCF_030220105.1,False,,Clean,Monoderm (Keep)
GCF_030264095.1,False,,Clean,Monoderm (Keep)
GCF_030252735.1,False,,Clean,Monoderm (Keep)
GCF_030229505.2,False,,Clean,Monoderm (Keep)
GCF_030264755.1,False,,Clean,Monoderm (Keep)
GCF_030286045.1,False,,Clean,Monoderm (Keep)
GCF_030253625.1,False,,Clean,Monoderm (Keep)
GCF_030264235.1,False,,Clean,Monoderm (Keep)
GCF_030264015.1,False,,Clean,Monoderm (Keep)
GCF_030250365.2,False,,Clean,Monoderm (Keep)
GCF_030232715.2,False,,Clean,Monoderm (Keep)
GCF_030252165.1,False,,Clean,Monoderm (Keep)
GCF_030220125.1,False,,Clean,Monoderm (Keep)
GCF_030246965.1,False,,Clean,Monoderm (Keep)
GCF_030232185.2,False,,Clean,Monoderm (Keep)
GCF_030291215.1,False,,Clean,Monoderm (Keep)
GCF_030263975.1,False,,Clean,Monoderm (Keep)
GCF_030229265.2,False,,Clean,Monoderm (Keep)
GCF_030264035.1,False,,Clean,Monoderm (Keep)
GCF_030229905.2,False,,Clean,Monoderm (Keep)
GCF_030227225.2,False,,Clean,Monoderm (Keep)
GCF_030222485.2,False,,Clean,Monoderm (Keep)
GCF_030227345.2,False,,Clean,Monoderm (Keep)
GCF_030246945.1,False,,Clean,Monoderm (Keep)
GCF_030229725.2,False,,Clean,Monoderm (Keep)
GCF_030252595.2,False,,Clean,Monoderm (Keep)
GCF_030254625.1,False,,Clean,Monoderm (Keep)
GCF_030232745.2,False,,Clean,Monoderm (Keep)
GCF_030246925.1,False,,Clean,Monoderm (Keep)
GCF_030252185.1,False,,Clean,Monoderm (Keep)
GCF_030246905.1,False,,Clean,Monoderm (Keep)
GCF_030263915.1,False,,Clean,Monoderm (Keep)
GCF_030252695.1,False,,Clean,Monoderm (Keep)
GCF_030246885.1,False,,Clean,Monoderm (Keep)
GCF_030246865.1,False,,Clean,Monoderm (Keep)
GCF_030253495.1,False,,Clean,Monoderm (Keep)
GCF_030285725.1,False,,Clean,Monoderm (Keep)
GCF_030263895.1,False,,Clean,Monoderm (Keep)
GCF_030220145.1,False,,Clean,Monoderm (Keep)
GCF_030264255.1,False,,Clean,Monoderm (Keep)
GCF_030291295.1,False,,Clean,Monoderm (Keep)
GCF_030284525.1,False,,Clean,Monoderm (Keep)
GCF_030285705.1,False,,Clean,Monoderm (Keep)
GCF_030285745.1,False,,Clean,Monoderm (Keep)
GCF_030291255.1,False,,Clean,Monoderm (Keep)
GCF_030285685.1,False,,Clean,Monoderm (Keep)
GCF_030285765.1,False,,Clean,Monoderm (Keep)
GCF_030252385.1,False,,Clean,Monoderm (Keep)
GCF_030252325.1,False,,Clean,Monoderm (Keep)
GCF_030284405.1,False,,Clean,Monoderm (Keep)
GCF_030263935.1,False,,Clean,Monoderm (Keep)
GCF_030291935.1,False,,Clean,Monoderm (Keep)
GCF_030291995.1,False,,Clean,Monoderm (Keep)
GCF_030291855.1,False,,Clean,Monoderm (Keep)
GCF_030291835.1,False,,Clean,Monoderm (Keep)
GCF_030291815.1,False,,Clean,Monoderm (Keep)
GCF_030291755.1,False,,Clean,Monoderm (Keep)
GCF_030291915.1,False,,Clean,Monoderm (Keep)
GCF_030252345.1,False,,Clean,Monoderm (Keep)
GCF_030285625.1,False,,Clean,Monoderm (Keep)
GCF_030264295.1,False,,Clean,Monoderm (Keep)
GCF_030292015.1,False,,Clean,Monoderm (Keep)
GCF_030291955.1,False,,Clean,Monoderm (Keep)
GCF_030285645.1,False,,Clean,Monoderm (Keep)
GCF_030285665.1,False,,Clean,Monoderm (Keep)
GCF_030316605.1,False,,Clean,Monoderm (Keep)
GCF_030342405.2,False,,Clean,Monoderm (Keep)
GCF_030376725.1,False,,Clean,Monoderm (Keep)
GCF_030369975.1,False,,Clean,Monoderm (Keep)
GCF_030369915.1,False,,Clean,Monoderm (Keep)
GCF_030382045.2,False,,Clean,Monoderm (Keep)
GCF_030382055.2,False,,Clean,Monoderm (Keep)
GCF_030382025.2,False,,Clean,Monoderm (Keep)
GCF_030316155.1,False,,Clean,Monoderm (Keep)
GCF_030342395.2,False,,Clean,Monoderm (Keep)
GCF_030342445.2,False,,Clean,Monoderm (Keep)
GCF_030376825.1,False,,Clean,Monoderm (Keep)
GCF_030294405.1,False,,Clean,Monoderm (Keep)
GCF_030292155.1,False,,Clean,Monoderm (Keep)
GCF_030342385.2,False,,Clean,Monoderm (Keep)
GCF_030382065.2,False,,Clean,Monoderm (Keep)
GCF_030295135.1,False,,Clean,Monoderm (Keep)
GCF_030292075.1,False,,Clean,Monoderm (Keep)
GCF_030369615.1,False,,Clean,Monoderm (Keep)
GCF_030297075.1,False,,Clean,Monoderm (Keep)
GCF_030292205.1,False,,Clean,Monoderm (Keep)
GCF_030297735.1,False,,Clean,Monoderm (Keep)
GCF_030323345.1,False,,Clean,Monoderm (Keep)
GCF_030342475.2,False,,Clean,Monoderm (Keep)
GCF_030292035.1,False,,Clean,Monoderm (Keep)
GCF_030324145.1,False,,Clean,Monoderm (Keep)
GCF_030292135.1,False,,Clean,Monoderm (Keep)
GCF_030292055.1,False,,Clean,Monoderm (Keep)
GCF_030374065.1,False,,Clean,Monoderm (Keep)
GCF_030369715.1,False,,Clean,Monoderm (Keep)
GCF_030292115.1,False,,Clean,Monoderm (Keep)
GCF_030323865.1,False,,Clean,Monoderm (Keep)
GCF_030345055.1,False,,Clean,Monoderm (Keep)
GCF_030323365.1,False,,Clean,Monoderm (Keep)
GCF_030378185.1,False,,Clean,Monoderm (Keep)
GCF_030296775.1,False,,Clean,Monoderm (Keep)
GCF_030345215.1,False,,Clean,Monoderm (Keep)
GCF_030296815.1,False,,Clean,Monoderm (Keep)
GCF_030345235.1,False,,Clean,Monoderm (Keep)
GCF_030345195.1,False,,Clean,Monoderm (Keep)
GCF_030297015.1,False,,Clean,Monoderm (Keep)
GCF_030369635.1,False,,Clean,Monoderm (Keep)
GCF_030316175.1,False,,Clean,Monoderm (Keep)
GCF_030296795.1,False,,Clean,Monoderm (Keep)
GCF_030388305.1,False,,Clean,Monoderm (Keep)
GCF_030369895.1,False,,Clean,Monoderm (Keep)
GCF_030297695.1,False,,Clean,Monoderm (Keep)
GCF_030347395.1,False,,Clean,Monoderm (Keep)
GCF_030323745.1,False,,Clean,Monoderm (Keep)
GCF_030323765.1,False,,Clean,Monoderm (Keep)
GCF_030323725.1,False,,Clean,Monoderm (Keep)
GCF_030316015.1,False,,Clean,Monoderm (Keep)
GCF_030374105.1,False,,Clean,Monoderm (Keep)
GCF_030378485.1,False,,Clean,Monoderm (Keep)
GCF_030369935.1,False,,Clean,Monoderm (Keep)
GCF_030316255.1,False,,Clean,Monoderm (Keep)
GCF_030323705.1,False,,Clean,Monoderm (Keep)
GCF_030323785.1,False,,Clean,Monoderm (Keep)
GCF_030323285.1,False,,Clean,Monoderm (Keep)
GCF_030323805.1,False,,Clean,Monoderm (Keep)
GCF_030369955.1,False,,Clean,Monoderm (Keep)
GCF_030345275.1,False,,Clean,Monoderm (Keep)
GCF_030291795.1,False,,Clean,Monoderm (Keep)
GCF_030377165.1,False,,Clean,Monoderm (Keep)
GCF_030292225.1,False,,Clean,Monoderm (Keep)
GCF_030369595.1,False,,Clean,Monoderm (Keep)
GCF_030389495.1,False,,Clean,Monoderm (Keep)
GCF_030406065.1,False,,Clean,Monoderm (Keep)
GCF_030389965.1,False,,Clean,Monoderm (Keep)
GCF_030388685.1,False,,Clean,Monoderm (Keep)
GCF_030406185.1,False,,Clean,Monoderm (Keep)
GCF_030388485.1,False,,Clean,Monoderm (Keep)
GCF_030389005.1,False,,Clean,Monoderm (Keep)
GCF_030406205.1,False,,Clean,Monoderm (Keep)
GCF_030406775.1,False,,Clean,Monoderm (Keep)
GCF_030388705.1,False,,Clean,Monoderm (Keep)
GCF_030406645.1,False,,Clean,Monoderm (Keep)
GCF_030406845.1,False,,Clean,Monoderm (Keep)
GCF_030435915.1,False,,Clean,Monoderm (Keep)
GCF_030435955.1,False,,Clean,Monoderm (Keep)
GCF_030408555.1,False,,Clean,Monoderm (Keep)
GCF_030408975.1,False,,Clean,Monoderm (Keep)
GCF_030435935.1,False,,Clean,Monoderm (Keep)
GCF_030408455.1,False,,Clean,Monoderm (Keep)
GCF_030435855.1,False,,Clean,Monoderm (Keep)
GCF_030413615.1,False,,Clean,Monoderm (Keep)
GCF_030435975.1,False,,Clean,Monoderm (Keep)
GCF_030408735.1,False,,Clean,Monoderm (Keep)
GCF_030408615.1,False,,Clean,Monoderm (Keep)
GCF_030414215.1,False,,Clean,Monoderm (Keep)
GCF_030408715.1,False,,Clean,Monoderm (Keep)
GCF_030437975.1,False,,Clean,Monoderm (Keep)
GCF_030408815.1,False,,Clean,Monoderm (Keep)
GCF_030435875.1,False,,Clean,Monoderm (Keep)
GCF_030438335.1,False,,Clean,Monoderm (Keep)
GCF_030406905.1,False,,Clean,Monoderm (Keep)
GCF_030440555.1,False,,Clean,Monoderm (Keep)
GCF_030412635.1,False,,Clean,Monoderm (Keep)
GCF_030438385.1,False,,Clean,Monoderm (Keep)
GCF_030450025.1,False,,Clean,Monoderm (Keep)
GCF_030444425.1,False,,Clean,Monoderm (Keep)
GCF_030408415.1,False,,Clean,Monoderm (Keep)
GCF_030408435.1,False,,Clean,Monoderm (Keep)
GCF_030408375.1,False,,Clean,Monoderm (Keep)
GCF_030440535.1,False,,Clean,Monoderm (Keep)
GCF_030388665.1,False,,Clean,Monoderm (Keep)
GCF_030409015.1,False,,Clean,Monoderm (Keep)
GCF_030440575.1,False,,Clean,Monoderm (Keep)
GCF_030438415.1,False,,Clean,Monoderm (Keep)
GCF_030408875.1,False,,Clean,Monoderm (Keep)
GCF_030408855.1,False,,Clean,Monoderm (Keep)
GCF_030444385.1,False,,Clean,Monoderm (Keep)
GCF_030408915.1,False,,Clean,Monoderm (Keep)
GCF_030408395.1,False,,Clean,Monoderm (Keep)
GCF_030450175.1,False,,Clean,Monoderm (Keep)
GCF_030408355.1,False,,Clean,Monoderm (Keep)
GCF_030408635.1,False,,Clean,Monoderm (Keep)
GCF_030408775.1,False,,Clean,Monoderm (Keep)
GCF_030408695.1,False,,Clean,Monoderm (Keep)
GCF_030408575.1,False,,Clean,Monoderm (Keep)
GCF_030409035.1,False,,Clean,Monoderm (Keep)
GCF_030406865.1,False,,Clean,Monoderm (Keep)
GCF_030440305.1,False,,Clean,Monoderm (Keep)
GCF_030408955.1,False,,Clean,Monoderm (Keep)
GCF_030444445.1,False,,Clean,Monoderm (Keep)
GCF_030408835.1,False,,Clean,Monoderm (Keep)
GCF_030408675.1,False,,Clean,Monoderm (Keep)
GCF_030408895.1,False,,Clean,Monoderm (Keep)
GCF_030408595.1,False,,Clean,Monoderm (Keep)
GCF_030408935.1,False,,Clean,Monoderm (Keep)
GCF_030408795.1,False,,Clean,Monoderm (Keep)
GCF_030408655.1,False,,Clean,Monoderm (Keep)
GCF_030408995.1,False,,Clean,Monoderm (Keep)
GCF_030440595.1,False,,Clean,Monoderm (Keep)
GCF_030413635.1,False,,Clean,Monoderm (Keep)
GCF_030408755.1,False,,Clean,Monoderm (Keep)
GCF_030413595.1,False,,Clean,Monoderm (Keep)
GCF_030418985.1,False,,Clean,Monoderm (Keep)
GCF_030412725.1,False,,Clean,Monoderm (Keep)
GCF_030440255.1,False,,Clean,Monoderm (Keep)
GCF_030438175.1,False,,Clean,Monoderm (Keep)
GCF_030450155.1,False,,Clean,Monoderm (Keep)
GCF_030444515.1,False,,Clean,Monoderm (Keep)
GCF_030440515.1,False,,Clean,Monoderm (Keep)
GCF_030450105.1,False,,Clean,Monoderm (Keep)
GCF_030463605.1,False,,Clean,Monoderm (Keep)
GCF_030480485.1,False,,Clean,Monoderm (Keep)
GCF_030480405.1,False,,Clean,Monoderm (Keep)
GCF_030480445.1,False,,Clean,Monoderm (Keep)
GCF_030486685.2,False,,Clean,Monoderm (Keep)
GCF_030480385.1,False,,Clean,Monoderm (Keep)
GCF_030480425.1,False,,Clean,Monoderm (Keep)
GCF_030480465.1,False,,Clean,Monoderm (Keep)
GCF_030463595.1,False,,Clean,Monoderm (Keep)
GCF_030450125.1,False,,Clean,Monoderm (Keep)
GCF_030486505.1,False,,Clean,Monoderm (Keep)
GCF_030489705.1,False,,Clean,Monoderm (Keep)
GCF_030486425.1,False,,Clean,Monoderm (Keep)
GCF_030486405.1,False,,Clean,Monoderm (Keep)
GCF_030517505.1,False,,Clean,Monoderm (Keep)
GCF_030517535.1,False,,Clean,Monoderm (Keep)
GCF_030503735.1,False,,Clean,Monoderm (Keep)
GCF_030503715.1,False,,Clean,Monoderm (Keep)
GCF_030533625.1,False,,Clean,Monoderm (Keep)
GCF_030533515.1,False,,Clean,Monoderm (Keep)
GCF_030517385.1,False,,Clean,Monoderm (Keep)
GCF_030517415.1,False,,Clean,Monoderm (Keep)
GCF_030517815.1,False,,Clean,Monoderm (Keep)
GCF_030517565.1,False,,Clean,Monoderm (Keep)
GCF_030517445.1,False,,Clean,Monoderm (Keep)
GCF_030518615.1,False,,Clean,Monoderm (Keep)
GCF_030489665.1,False,,Clean,Monoderm (Keep)
GCF_030533535.1,False,,Clean,Monoderm (Keep)
GCF_030520205.1,False,,Clean,Monoderm (Keep)
GCF_030520045.1,False,,Clean,Monoderm (Keep)
GCF_030517355.1,False,,Clean,Monoderm (Keep)
GCF_030517125.1,False,,Clean,Monoderm (Keep)
GCF_030489685.1,False,,Clean,Monoderm (Keep)
GCF_030503695.1,False,,Clean,Monoderm (Keep)
GCF_030490365.1,False,,Clean,Monoderm (Keep)
GCF_030517475.1,False,,Clean,Monoderm (Keep)
GCF_030517625.1,False,,Clean,Monoderm (Keep)
GCF_030490305.1,False,,Clean,Monoderm (Keep)
GCF_030520145.1,False,,Clean,Monoderm (Keep)
GCF_030520065.1,False,,Clean,Monoderm (Keep)
GCF_030518675.1,False,,Clean,Monoderm (Keep)
GCF_030503635.1,False,,Clean,Monoderm (Keep)
GCF_030490385.1,False,,Clean,Monoderm (Keep)
GCF_030533555.1,False,,Clean,Monoderm (Keep)
GCF_030489725.1,False,,Clean,Monoderm (Keep)
GCF_030515635.1,False,,Clean,Monoderm (Keep)
GCF_030516055.1,False,,Clean,Monoderm (Keep)
GCF_030533605.1,False,,Clean,Monoderm (Keep)
GCF_030515855.1,False,,Clean,Monoderm (Keep)
GCF_030533465.1,False,,Clean,Monoderm (Keep)
GCF_030503655.1,False,,Clean,Monoderm (Keep)
GCF_030515895.1,False,,Clean,Monoderm (Keep)
GCF_030520085.1,False,,Clean,Monoderm (Keep)
GCF_030503595.1,False,,Clean,Monoderm (Keep)
GCF_030515735.1,False,,Clean,Monoderm (Keep)
GCF_030503795.1,False,,Clean,Monoderm (Keep)
GCF_030533495.1,False,,Clean,Monoderm (Keep)
GCF_030506365.1,False,,Clean,Monoderm (Keep)
GCF_030512425.1,False,,Clean,Monoderm (Keep)
GCF_030533585.1,False,,Clean,Monoderm (Keep)
GCF_030533645.1,False,,Clean,Monoderm (Keep)
GCF_030518755.1,False,,Clean,Monoderm (Keep)
GCF_030503835.1,False,,Clean,Monoderm (Keep)
GCF_030517005.1,False,,Clean,Monoderm (Keep)
GCF_030518635.1,False,,Clean,Monoderm (Keep)
GCF_030506255.1,False,,Clean,Monoderm (Keep)
GCF_030520225.1,False,,Clean,Monoderm (Keep)
GCF_030516885.1,False,,Clean,Monoderm (Keep)
GCF_030517045.1,False,,Clean,Monoderm (Keep)
GCF_030520185.1,False,,Clean,Monoderm (Keep)
GCF_030506345.1,False,,Clean,Monoderm (Keep)
GCF_030517795.1,False,,Clean,Monoderm (Keep)
GCF_030533705.1,False,,Clean,Monoderm (Keep)
GCF_030533725.1,False,,Clean,Monoderm (Keep)
GCF_030506235.1,False,,Clean,Monoderm (Keep)
GCF_030518795.1,False,,Clean,Monoderm (Keep)
GCF_030518815.1,False,,Clean,Monoderm (Keep)
GCF_030533765.1,False,,Clean,Monoderm (Keep)
GCF_030533935.1,False,,Clean,Monoderm (Keep)
GCF_030550815.1,False,,Clean,Monoderm (Keep)
GCF_030533895.1,False,,Clean,Monoderm (Keep)
GCF_030533665.1,False,,Clean,Monoderm (Keep)
GCF_030533785.1,False,,Clean,Monoderm (Keep)
GCF_030490905.1,False,,Clean,Monoderm (Keep)
GCF_030533915.1,False,,Clean,Monoderm (Keep)
GCF_030533805.1,False,,Clean,Monoderm (Keep)
GCF_030533855.1,False,,Clean,Monoderm (Keep)
GCF_030533835.1,False,,Clean,Monoderm (Keep)
GCF_030533745.1,False,,Clean,Monoderm (Keep)
GCF_030533875.1,False,,Clean,Monoderm (Keep)
GCF_030520245.1,False,,Clean,Monoderm (Keep)
GCF_030585425.1,False,,Clean,Monoderm (Keep)
GCF_030581835.1,False,,Clean,Monoderm (Keep)
GCF_030585795.1,False,,Clean,Monoderm (Keep)
GCF_030534055.1,False,,Clean,Monoderm (Keep)
GCF_030534195.1,False,,Clean,Monoderm (Keep)
GCF_030585585.1,False,,Clean,Monoderm (Keep)
GCF_030533995.1,False,,Clean,Monoderm (Keep)
GCF_030534175.1,False,,Clean,Monoderm (Keep)
GCF_030585565.1,False,,Clean,Monoderm (Keep)
GCF_030533955.1,False,,Clean,Monoderm (Keep)
GCF_030585505.1,False,,Clean,Monoderm (Keep)
GCF_030585525.1,False,,Clean,Monoderm (Keep)
GCF_030585545.1,False,,Clean,Monoderm (Keep)
GCF_030544925.1,False,,Clean,Monoderm (Keep)
GCF_030585485.1,False,,Clean,Monoderm (Keep)
GCF_030643765.1,False,,Clean,Monoderm (Keep)
GCF_030552855.1,False,,Clean,Monoderm (Keep)
GCF_030585465.1,False,,Clean,Monoderm (Keep)
GCF_030550835.1,False,,Clean,Monoderm (Keep)
GCF_030544505.1,False,,Clean,Monoderm (Keep)
GCF_030581895.1,False,,Clean,Monoderm (Keep)
GCF_030644105.1,False,,Clean,Monoderm (Keep)
GCF_030577875.1,False,,Clean,Monoderm (Keep)
GCF_030643925.1,False,,Clean,Monoderm (Keep)
GCF_030643985.1,False,,Clean,Monoderm (Keep)
GCF_030582735.1,False,,Clean,Monoderm (Keep)
GCF_030534095.1,False,,Clean,Monoderm (Keep)
GCF_030644045.1,False,,Clean,Monoderm (Keep)
GCF_030534075.1,False,,Clean,Monoderm (Keep)
GCF_030643745.1,False,,Clean,Monoderm (Keep)
GCF_030534015.1,False,,Clean,Monoderm (Keep)
GCF_030644065.1,False,,Clean,Monoderm (Keep)
GCF_030534155.1,False,,Clean,Monoderm (Keep)
GCF_030534115.1,False,,Clean,Monoderm (Keep)
GCF_030544845.1,False,,Clean,Monoderm (Keep)
GCF_030644025.1,False,,Clean,Monoderm (Keep)
GCF_030644085.1,False,,Clean,Monoderm (Keep)
GCF_030643945.1,False,,Clean,Monoderm (Keep)
GCF_030643965.1,False,,Clean,Monoderm (Keep)
GCF_030534035.1,False,,Clean,Monoderm (Keep)
GCF_030534135.1,False,,Clean,Monoderm (Keep)
GCF_030534235.1,False,,Clean,Monoderm (Keep)
GCF_030644125.1,False,,Clean,Monoderm (Keep)
GCF_030534255.1,False,,Clean,Monoderm (Keep)
GCF_030644005.1,False,,Clean,Monoderm (Keep)
GCF_030533975.1,False,,Clean,Monoderm (Keep)
GCF_030534215.1,False,,Clean,Monoderm (Keep)
GCF_030571635.1,False,,Clean,Monoderm (Keep)
GCF_030568235.1,False,,Clean,Monoderm (Keep)
GCF_030643805.1,False,,Clean,Monoderm (Keep)
GCF_030567435.1,False,,Clean,Monoderm (Keep)
GCF_030566675.1,False,,Clean,Monoderm (Keep)
GCF_030574935.1,False,,Clean,Monoderm (Keep)
GCF_030566105.1,False,,Clean,Monoderm (Keep)
GCF_030576595.1,False,,Clean,Monoderm (Keep)
GCF_030643845.1,False,,Clean,Monoderm (Keep)
GCF_030585445.1,False,,Clean,Monoderm (Keep)
GCF_030552875.1,False,,Clean,Monoderm (Keep)
GCF_030553055.1,False,,Clean,Monoderm (Keep)
GCF_030562925.1,False,,Clean,Monoderm (Keep)
GCF_030644205.1,False,,Clean,Monoderm (Keep)
GCF_030644145.1,False,,Clean,Monoderm (Keep)
GCF_030644245.1,False,,Clean,Monoderm (Keep)
GCF_030644165.1,False,,Clean,Monoderm (Keep)
GCF_030644385.1,False,,Clean,Monoderm (Keep)
GCF_030665445.1,False,,Clean,Monoderm (Keep)
GCF_030644365.1,False,,Clean,Monoderm (Keep)
GCF_030656655.1,False,,Clean,Monoderm (Keep)
GCF_030644185.1,False,,Clean,Monoderm (Keep)
GCF_030709795.2,False,,Clean,Monoderm (Keep)
GCF_030718845.1,False,,Clean,Monoderm (Keep)
GCF_030717585.1,False,,Clean,Monoderm (Keep)
GCF_030717545.1,False,,Clean,Monoderm (Keep)
GCF_030717565.1,False,,Clean,Monoderm (Keep)
GCF_030704245.1,False,,Clean,Monoderm (Keep)
GCF_030656875.1,False,,Clean,Monoderm (Keep)
GCF_030664715.1,False,,Clean,Monoderm (Keep)
GCF_030551255.1,False,,Clean,Monoderm (Keep)
GCF_030645085.1,False,,Clean,Monoderm (Keep)
GCF_030704265.1,False,,Clean,Monoderm (Keep)
GCF_030845315.1,False,,Clean,Monoderm (Keep)
GCF_030717605.1,False,,Clean,Monoderm (Keep)
GCF_030758795.1,False,,Clean,Monoderm (Keep)
GCF_030717645.1,False,,Clean,Monoderm (Keep)
GCF_030845335.1,False,,Clean,Monoderm (Keep)
GCF_030758895.1,False,,Clean,Monoderm (Keep)
GCF_030758915.1,False,,Clean,Monoderm (Keep)
GCF_030758855.1,False,,Clean,Monoderm (Keep)
GCF_030717625.1,False,,Clean,Monoderm (Keep)
GCF_030719015.1,False,,Clean,Monoderm (Keep)
GCF_030718895.1,False,,Clean,Monoderm (Keep)
GCF_030721705.1,False,,Clean,Monoderm (Keep)
GCF_030758835.1,False,,Clean,Monoderm (Keep)
GCF_030758995.1,False,,Clean,Monoderm (Keep)
GCF_030758275.1,False,,Clean,Monoderm (Keep)
GCF_030718705.1,False,,Clean,Monoderm (Keep)
GCF_030758575.1,False,,Clean,Monoderm (Keep)
GCF_030846755.1,False,,Clean,Monoderm (Keep)
GCF_030758675.1,False,,Clean,Monoderm (Keep)
GCF_030758775.1,False,,Clean,Monoderm (Keep)
GCF_030758875.1,False,,Clean,Monoderm (Keep)
GCF_030845215.1,False,,Clean,Monoderm (Keep)
GCF_030770375.1,False,,Clean,Monoderm (Keep)
GCF_030732245.1,False,,Clean,Monoderm (Keep)
GCF_030864025.1,False,,Clean,Monoderm (Keep)
GCF_030758815.1,False,,Clean,Monoderm (Keep)
GCF_030732225.1,False,,Clean,Monoderm (Keep)
GCF_030656675.1,False,,Clean,Monoderm (Keep)
GCF_030758335.2,False,,Clean,Monoderm (Keep)
GCF_030770295.1,False,,Clean,Monoderm (Keep)
GCF_030730825.2,False,,Clean,Monoderm (Keep)
GCF_030770265.1,False,,Clean,Monoderm (Keep)
GCF_030730725.2,False,,Clean,Monoderm (Keep)
GCF_030866705.2,False,,Clean,Monoderm (Keep)
GCF_030730745.2,False,,Clean,Monoderm (Keep)
GCF_030770335.1,False,,Clean,Monoderm (Keep)
GCF_030864045.1,False,,Clean,Monoderm (Keep)
GCF_030732085.2,False,,Clean,Monoderm (Keep)
GCF_030770315.1,False,,Clean,Monoderm (Keep)
GCF_030730795.2,False,,Clean,Monoderm (Keep)
GCF_030762805.1,False,,Clean,Monoderm (Keep)
GCF_030717805.1,False,,Clean,Monoderm (Keep)
GCF_030863625.1,False,,Clean,Monoderm (Keep)
GCF_030718995.1,False,,Clean,Monoderm (Keep)
GCF_030845295.1,False,,Clean,Monoderm (Keep)
GCF_030846795.1,False,,Clean,Monoderm (Keep)
GCF_030847885.1,False,,Clean,Monoderm (Keep)
GCF_030863805.1,False,,Clean,Monoderm (Keep)
GCF_030718915.1,False,,Clean,Monoderm (Keep)
GCF_030866785.1,False,,Clean,Monoderm (Keep)
GCF_030866805.1,False,,Clean,Monoderm (Keep)
GCF_030718825.1,False,,Clean,Monoderm (Keep)
GCF_030736795.1,False,,Clean,Monoderm (Keep)
GCF_030866765.1,False,,Clean,Monoderm (Keep)
GCF_030866825.1,False,,Clean,Monoderm (Keep)
GCF_030719295.1,False,,Clean,Monoderm (Keep)
GCF_030863865.1,False,,Clean,Monoderm (Keep)
