Strain_Name,BGC_Filename,PBP2_Count,PBP2_Locus_Tags
GCF_045207395.1,NZ_CP108820.1.region002.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region003.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region004.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region005.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region006.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region007.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region008.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region009.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region010.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region011.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region012.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region013.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region014.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region015.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region016.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region017.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region018.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region019.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region020.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region021.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region022.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region023.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region024.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region025.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region026.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region027.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region028.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region029.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region030.gbk,1,OG938_RS35490
GCF_045207395.1,NZ_CP108820.1.region031.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region032.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region033.gbk,1,OG938_RS41890
GCF_045207395.1,NZ_CP108820.1.region034.gbk,0,
GCF_045207395.1,NZ_CP108820.1.region035.gbk,0,
GCF_045207395.1,NZ_CP108821.1.region001.gbk,0,
GCF_045207395.1,NZ_CP108821.1.region002.gbk,0,
GCF_045207395.1,NZ_CP108821.1.region003.gbk,0,
GCF_045348795.1,NZ_CP165621.1.region001.gbk,0,
GCF_045348795.1,NZ_CP165621.1.region002.gbk,0,
GCF_045348405.1,NZ_CP157498.1.region001.gbk,0,
GCF_045348405.1,NZ_CP157498.1.region002.gbk,0,
GCF_045348405.1,NZ_CP157498.1.region003.gbk,0,
GCF_045348405.1,NZ_CP157498.1.region004.gbk,0,
GCF_045348395.1,NZ_CP157495.1.region001.gbk,0,
GCF_045348395.1,NZ_CP157495.1.region002.gbk,0,
GCF_045348395.1,NZ_CP157495.1.region003.gbk,0,
GCF_045348395.1,NZ_CP157495.1.region004.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region001.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region002.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region003.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region004.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region005.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region006.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region007.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region008.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region009.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region010.gbk,0,
GCF_045287585.1,NZ_CP138336.1.region011.gbk,0,
GCF_045348335.1,NZ_CP155817.1.region001.gbk,1,ABFJ86_RS00550
GCF_045348335.1,NZ_CP155817.1.region002.gbk,0,
GCF_045348335.1,NZ_CP155817.1.region003.gbk,0,
GCF_045348335.1,NZ_CP155817.1.region004.gbk,0,
GCF_045348335.1,NZ_CP155817.1.region005.gbk,1,ABFJ86_RS11560
GCF_045348335.1,NZ_CP155817.1.region006.gbk,0,
GCF_045348335.1,NZ_CP155817.1.region007.gbk,0,
GCF_045290615.1,NZ_CP151446.1.region001.gbk,0,
GCF_045290615.1,NZ_CP151446.1.region002.gbk,0,
GCF_045290615.1,NZ_CP151446.1.region003.gbk,0,
GCF_045348015.1,NZ_CP150084.1.region001.gbk,0,
GCF_045348015.1,NZ_CP150084.1.region002.gbk,0,
GCF_045348015.1,NZ_CP150084.1.region003.gbk,0,
GCF_045348015.1,NZ_CP150085.1.region001.gbk,0,
GCF_045348465.1,NZ_CP156022.1.region001.gbk,0,
GCF_045348465.1,NZ_CP156022.1.region002.gbk,0,
GCF_045348465.1,NZ_CP156022.1.region003.gbk,0,
GCF_045290705.1,NZ_CP151443.1.region001.gbk,0,
GCF_045290705.1,NZ_CP151443.1.region002.gbk,0,
GCF_045290705.1,NZ_CP151443.1.region003.gbk,0,
GCF_045290995.1,NZ_CP151437.1.region001.gbk,0,
GCF_045290995.1,NZ_CP151437.1.region002.gbk,0,
GCF_045290995.1,NZ_CP151437.1.region003.gbk,0,
GCF_045347575.1,NZ_CP150747.1.region001.gbk,0,
GCF_045347575.1,NZ_CP150747.1.region002.gbk,0,
GCF_045347575.1,NZ_CP150747.1.region003.gbk,1,WOC54_RS04855
GCF_045347575.1,NZ_CP150747.1.region004.gbk,0,
GCF_045347575.1,NZ_CP150747.1.region005.gbk,0,
GCF_045347575.1,NZ_CP150747.1.region006.gbk,1,WOC54_RS08345
GCF_045347575.1,NZ_CP150747.1.region007.gbk,0,
GCF_045346835.1,NZ_CP150767.1.region001.gbk,0,
GCF_045346835.1,NZ_CP150767.1.region002.gbk,0,
GCF_045346835.1,NZ_CP150767.1.region003.gbk,1,WOC51_RS05225
GCF_045346835.1,NZ_CP150767.1.region004.gbk,0,
GCF_045346835.1,NZ_CP150767.1.region005.gbk,0,
GCF_045346835.1,NZ_CP150767.1.region006.gbk,1,WOC51_RS08425
GCF_045346835.1,NZ_CP150767.1.region007.gbk,0,
GCF_045346835.1,NZ_CP150767.1.region008.gbk,0,
GCF_045346835.1,NZ_CP150768.1.region001.gbk,0,
GCF_045346275.1,NZ_CP150786.1.region001.gbk,0,
GCF_045346275.1,NZ_CP150786.1.region002.gbk,0,
GCF_045346275.1,NZ_CP150786.1.region003.gbk,1,WOC42_RS07710
GCF_045346275.1,NZ_CP150786.1.region004.gbk,0,
GCF_045346275.1,NZ_CP150786.1.region005.gbk,0,
GCF_045346275.1,NZ_CP150786.1.region006.gbk,1,WOC42_RS11010
GCF_045346275.1,NZ_CP150786.1.region007.gbk,0,
GCF_045346275.1,NZ_CP150786.1.region008.gbk,0,
GCF_045346275.1,NZ_CP150787.1.region001.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region001.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region002.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region003.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region004.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region005.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region006.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region007.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region008.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region009.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region010.gbk,0,
GCF_045278795.1,NZ_CP136635.1.region011.gbk,0,
GCF_045345455.1,NZ_CP149486.1.region001.gbk,0,
GCF_045345455.1,NZ_CP149486.1.region002.gbk,0,
GCF_045345455.1,NZ_CP149486.1.region003.gbk,0,
GCF_045345455.1,NZ_CP149486.1.region004.gbk,0,
GCF_045345455.1,NZ_CP149486.1.region005.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region001.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region002.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region003.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region004.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region005.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region006.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region007.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region008.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region009.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region010.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region011.gbk,0,
GCF_045257725.1,NZ_CP174125.1.region012.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region001.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region002.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region003.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region004.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region005.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region006.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region007.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region008.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region009.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region010.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region011.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region012.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region013.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region014.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region015.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region016.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region017.gbk,0,
GCF_045277055.1,NZ_CP109215.1.region018.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region001.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region002.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region003.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region004.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region005.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region006.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region007.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region008.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region009.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region010.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region011.gbk,0,
GCF_045257565.1,NZ_CP174101.1.region012.gbk,0,
GCF_045347385.1,NZ_CP150752.1.region001.gbk,0,
GCF_045347385.1,NZ_CP150752.1.region002.gbk,0,
GCF_045347385.1,NZ_CP150752.1.region003.gbk,1,WOC45_RS05315
GCF_045347385.1,NZ_CP150752.1.region004.gbk,0,
GCF_045347385.1,NZ_CP150752.1.region005.gbk,0,
GCF_045347385.1,NZ_CP150752.1.region006.gbk,1,WOC45_RS09150
GCF_045347385.1,NZ_CP150752.1.region007.gbk,0,
GCF_045347385.1,NZ_CP150753.1.region001.gbk,0,
GCF_045346525.1,NZ_CP150777.1.region001.gbk,0,
GCF_045346525.1,NZ_CP150777.1.region002.gbk,0,
GCF_045346525.1,NZ_CP150777.1.region003.gbk,1,WOC48_RS08220
GCF_045346525.1,NZ_CP150777.1.region004.gbk,0,
GCF_045346525.1,NZ_CP150777.1.region005.gbk,0,
GCF_045346525.1,NZ_CP150777.1.region006.gbk,1,WOC48_RS11430
GCF_045346525.1,NZ_CP150777.1.region007.gbk,0,
GCF_045346525.1,NZ_CP150777.1.region008.gbk,0,
GCF_045346525.1,NZ_CP150778.1.region001.gbk,0,
GCF_045346525.1,NZ_CP150778.1.region002.gbk,0,
GCF_045346405.1,NZ_CP150781.1.region001.gbk,0,
GCF_045346405.1,NZ_CP150781.1.region002.gbk,1,WOC53_RS03675
GCF_045346405.1,NZ_CP150781.1.region003.gbk,0,
GCF_045346405.1,NZ_CP150781.1.region004.gbk,0,
GCF_045346405.1,NZ_CP150781.1.region005.gbk,1,WOC53_RS06880
GCF_045346405.1,NZ_CP150781.1.region006.gbk,0,
GCF_045346405.1,NZ_CP150781.1.region007.gbk,0,
GCF_045346405.1,NZ_CP150781.1.region008.gbk,0,
GCF_045346405.1,NZ_CP150782.1.region001.gbk,0,
GCF_045348115.1,NZ_CP151421.1.region001.gbk,0,
GCF_045348115.1,NZ_CP151421.1.region002.gbk,0,
GCF_045346765.1,NZ_CP150769.1.region001.gbk,0,
GCF_045346765.1,NZ_CP150769.1.region002.gbk,0,
GCF_045346765.1,NZ_CP150769.1.region003.gbk,0,
GCF_045346765.1,NZ_CP150769.1.region004.gbk,1,WOC59_RS10115
GCF_045346765.1,NZ_CP150769.1.region005.gbk,0,
GCF_045346765.1,NZ_CP150769.1.region006.gbk,0,
GCF_045346765.1,NZ_CP150769.1.region007.gbk,1,WOC59_RS13330
GCF_045346765.1,NZ_CP150769.1.region008.gbk,0,
GCF_045346765.1,NZ_CP150770.1.region001.gbk,0,
GCF_045346765.1,NZ_CP150770.1.region002.gbk,0,
GCF_045347315.1,NZ_CP150754.1.region001.gbk,0,
GCF_045347315.1,NZ_CP150754.1.region002.gbk,0,
GCF_045347315.1,NZ_CP150754.1.region003.gbk,1,WOC71_RS05325
GCF_045347315.1,NZ_CP150754.1.region004.gbk,0,
GCF_045347315.1,NZ_CP150754.1.region005.gbk,0,
GCF_045347315.1,NZ_CP150754.1.region006.gbk,1,WOC71_RS09160
GCF_045347315.1,NZ_CP150754.1.region007.gbk,0,
GCF_045347315.1,NZ_CP150755.1.region001.gbk,0,
GCF_045346645.1,NZ_CP150773.1.region001.gbk,0,
GCF_045346645.1,NZ_CP150773.1.region002.gbk,0,
GCF_045346645.1,NZ_CP150773.1.region003.gbk,1,WOC62_RS08010
GCF_045346645.1,NZ_CP150773.1.region004.gbk,0,
GCF_045346645.1,NZ_CP150773.1.region005.gbk,0,
GCF_045346645.1,NZ_CP150773.1.region006.gbk,1,WOC62_RS11205
GCF_045346645.1,NZ_CP150773.1.region007.gbk,0,
GCF_045346645.1,NZ_CP150773.1.region008.gbk,0,
GCF_045346645.1,NZ_CP150774.1.region001.gbk,0,
GCF_045346645.1,NZ_CP150774.1.region002.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region001.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region002.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region003.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region004.gbk,1,OHA80_RS01865
GCF_045208155.1,NZ_CP109389.1.region005.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region006.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region007.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region008.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region009.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region010.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region011.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region012.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region013.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region014.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region015.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region016.gbk,1,OHA80_RS09050
GCF_045208155.1,NZ_CP109389.1.region017.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region018.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region019.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region020.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region021.gbk,1,OHA80_RS19680
GCF_045208155.1,NZ_CP109389.1.region022.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region023.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region024.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region025.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region026.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region027.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region028.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region029.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region030.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region031.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region032.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region033.gbk,0,
GCF_045208155.1,NZ_CP109389.1.region034.gbk,0,
GCF_045347525.1,NZ_CP150749.1.region001.gbk,0,
GCF_045347525.1,NZ_CP150749.1.region002.gbk,1,WOC43_RS03735
GCF_045347525.1,NZ_CP150749.1.region003.gbk,0,
GCF_045347525.1,NZ_CP150749.1.region004.gbk,0,
GCF_045347525.1,NZ_CP150749.1.region005.gbk,1,WOC43_RS07095
GCF_045347525.1,NZ_CP150749.1.region006.gbk,0,
GCF_045347525.1,NZ_CP150749.1.region007.gbk,0,
GCF_045347525.1,NZ_CP150749.1.region008.gbk,0,
GCF_045348195.1,NZ_CP150848.1.region001.gbk,0,
GCF_045348195.1,NZ_CP150848.1.region002.gbk,0,
GCF_045348195.1,NZ_CP150848.1.region003.gbk,0,
GCF_045348195.1,NZ_CP150848.1.region004.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region001.gbk,1,OH749_RS01105
GCF_045276955.1,NZ_CP109235.1.region002.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region003.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region004.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region005.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region006.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region007.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region008.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region009.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region010.gbk,1,OH749_RS12560
GCF_045276955.1,NZ_CP109235.1.region011.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region012.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region013.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region014.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region015.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region016.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region017.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region018.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region019.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region020.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region021.gbk,0,
GCF_045276955.1,NZ_CP109235.1.region022.gbk,0,
GCF_045346615.1,NZ_CP150775.1.region001.gbk,0,
GCF_045346615.1,NZ_CP150775.1.region002.gbk,0,
GCF_045346615.1,NZ_CP150775.1.region003.gbk,1,WOC57_RS06115
GCF_045346615.1,NZ_CP150775.1.region004.gbk,0,
GCF_045346615.1,NZ_CP150775.1.region005.gbk,0,
GCF_045346615.1,NZ_CP150775.1.region006.gbk,1,WOC57_RS09405
GCF_045346615.1,NZ_CP150775.1.region007.gbk,0,
GCF_045346615.1,NZ_CP150775.1.region008.gbk,0,
GCF_045347025.1,NZ_CP150763.1.region001.gbk,0,
GCF_045347025.1,NZ_CP150763.1.region002.gbk,0,
GCF_045347025.1,NZ_CP150763.1.region003.gbk,1,WOC41_RS02870
GCF_045347025.1,NZ_CP150763.1.region004.gbk,0,
GCF_045347025.1,NZ_CP150763.1.region005.gbk,0,
GCF_045347025.1,NZ_CP150763.1.region006.gbk,1,WOC41_RS06070
GCF_045347025.1,NZ_CP150763.1.region007.gbk,0,
GCF_045347025.1,NZ_CP150763.1.region008.gbk,0,
GCF_045347025.1,NZ_CP150764.1.region001.gbk,0,
GCF_045346715.1,NZ_CP150771.1.region001.gbk,1,WOC60_RS00730
GCF_045346715.1,NZ_CP150771.1.region002.gbk,0,
GCF_045346715.1,NZ_CP150771.1.region003.gbk,0,
GCF_045346715.1,NZ_CP150771.1.region004.gbk,0,
GCF_045346715.1,NZ_CP150771.1.region005.gbk,0,
GCF_045346715.1,NZ_CP150771.1.region006.gbk,1,WOC60_RS11485
GCF_045346715.1,NZ_CP150771.1.region007.gbk,0,
GCF_045346715.1,NZ_CP150771.1.region008.gbk,0,
GCF_045346715.1,NZ_CP150772.1.region001.gbk,0,
GCF_045346715.1,NZ_CP150772.1.region002.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region001.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region002.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region003.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region004.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region005.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region006.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region007.gbk,0,
GCF_045343855.1,NZ_CP174155.1.region008.gbk,0,
GCF_045346515.1,NZ_CP150779.1.region001.gbk,0,
GCF_045346515.1,NZ_CP150779.1.region002.gbk,1,WOC56_RS01055
GCF_045346515.1,NZ_CP150779.1.region003.gbk,0,
GCF_045346515.1,NZ_CP150779.1.region004.gbk,0,
GCF_045346515.1,NZ_CP150779.1.region005.gbk,1,WOC56_RS04370
GCF_045346515.1,NZ_CP150779.1.region006.gbk,0,
GCF_045346515.1,NZ_CP150779.1.region007.gbk,0,
GCF_045346515.1,NZ_CP150779.1.region008.gbk,0,
GCF_045345275.1,NZ_CP149492.1.region001.gbk,1,WJ060_RS00665
GCF_045345275.1,NZ_CP149492.1.region002.gbk,0,
GCF_045345275.1,NZ_CP149492.1.region003.gbk,0,
GCF_045345275.1,NZ_CP149492.1.region004.gbk,0,
GCF_045345275.1,NZ_CP149492.1.region005.gbk,0,
GCF_045345275.1,NZ_CP149492.1.region006.gbk,1,WJ060_RS12500
GCF_045345275.1,NZ_CP149492.1.region007.gbk,0,
GCF_045345275.1,NZ_CP149492.1.region008.gbk,0,
GCF_045346175.1,NZ_CP150788.1.region001.gbk,0,
GCF_045346175.1,NZ_CP150788.1.region002.gbk,1,WOC64_RS01415
GCF_045346175.1,NZ_CP150788.1.region003.gbk,0,
GCF_045346175.1,NZ_CP150788.1.region004.gbk,0,
GCF_045346175.1,NZ_CP150788.1.region005.gbk,1,WOC64_RS04745
GCF_045346175.1,NZ_CP150788.1.region006.gbk,0,
GCF_045346175.1,NZ_CP150788.1.region007.gbk,0,
GCF_045346175.1,NZ_CP150788.1.region008.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region001.gbk,1,OH733_RS00470
GCF_045209855.1,NZ_CP109255.1.region002.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region003.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region004.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region005.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region006.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region007.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region008.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region009.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region010.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region011.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region012.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region013.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region014.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region015.gbk,1,OH733_RS15165
GCF_045209855.1,NZ_CP109255.1.region016.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region017.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region018.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region019.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region020.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region021.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region022.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region023.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region024.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region025.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region026.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region027.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region028.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region029.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region030.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region031.gbk,1,OH733_RS35455
GCF_045209855.1,NZ_CP109255.1.region032.gbk,2,OH733_RS35835;OH733_RS35990
GCF_045209855.1,NZ_CP109255.1.region033.gbk,0,
GCF_045209855.1,NZ_CP109255.1.region034.gbk,0,
GCF_045347075.1,NZ_CP150761.1.region001.gbk,0,
GCF_045347075.1,NZ_CP150761.1.region002.gbk,0,
GCF_045347075.1,NZ_CP150761.1.region003.gbk,1,WOC47_RS04495
GCF_045347075.1,NZ_CP150761.1.region004.gbk,0,
GCF_045347075.1,NZ_CP150761.1.region005.gbk,0,
GCF_045347075.1,NZ_CP150761.1.region006.gbk,1,WOC47_RS07780
GCF_045347075.1,NZ_CP150761.1.region007.gbk,0,
GCF_045347075.1,NZ_CP150761.1.region008.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region001.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region002.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region003.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region004.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region005.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region006.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region007.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region008.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region009.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region010.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region011.gbk,1,REH65_RS11795
GCF_045278815.1,NZ_CP134054.1.region012.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region013.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region014.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region015.gbk,1,REH65_RS26385
GCF_045278815.1,NZ_CP134054.1.region016.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region017.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region018.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region019.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region020.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region021.gbk,0,
GCF_045278815.1,NZ_CP134054.1.region022.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region001.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region002.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region003.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region004.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region005.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region006.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region007.gbk,1,OH736_RS08695
GCF_045209815.1,NZ_CP109258.1.region008.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region009.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region010.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region011.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region012.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region013.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region014.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region015.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region016.gbk,1,OH736_RS29250
GCF_045209815.1,NZ_CP109258.1.region017.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region018.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region019.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region020.gbk,1,OH736_RS36390
GCF_045209815.1,NZ_CP109258.1.region021.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region022.gbk,0,
GCF_045209815.1,NZ_CP109258.1.region023.gbk,0,
