Unnamed: 0,X,dataname,syn_group,html_path,region_name,syn_type,Most.similar.known.cluster,Similarity,Genus,strainName,folder_path,BGC_number,version,gbk_path,definition,length,topology
10981,10981,GCF_003354645.1_NZ_CP022897.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003354645.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_003354645.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003354645.1\,7,NZ_CP022897.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003354645.1\GCF_003354645.1.gbk,"Staphylococcus aureus strain 128 chromosome, complete genome.",2824816,circular
10982,10982,GCF_003354545.1_NZ_CP022717.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003354545.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_003354545.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003354545.1\,7,NZ_CP022717.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003354545.1\GCF_003354545.1.gbk,"Staphylococcus aureus strain 27 chromosome, complete genome.",2814328,circular
10983,10983,GCF_009912935.1_NZ_CP047794.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912935.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_009912935.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912935.1\,7,NZ_CP047794.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912935.1\GCF_009912935.1.gbk,"Staphylococcus aureus strain UP_551 chromosome, complete genome.",2840057,circular
10984,10984,GCF_009912955.1_NZ_CP047797.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912955.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_009912955.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912955.1\,7,NZ_CP047797.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912955.1\GCF_009912955.1.gbk,"Staphylococcus aureus strain UP_426 chromosome, complete genome.",2842294,circular
10985,10985,GCF_022405475.1_NZ_CP062380.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405475.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_022405475.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405475.1\,8,NZ_CP062380.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405475.1\GCF_022405475.1.gbk,"Staphylococcus aureus strain NAS_AN_076 chromosome, complete genome.",2833222,circular
10986,10986,GCF_022405495.1_NZ_CP062382.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405495.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_022405495.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405495.1\,8,NZ_CP062382.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405495.1\GCF_022405495.1.gbk,"Staphylococcus aureus strain NAS_AN_068 chromosome, complete genome.",2895508,circular
10987,10987,GCF_022405615.1_NZ_CP062395.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405615.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_022405615.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405615.1\,8,NZ_CP062395.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405615.1\GCF_022405615.1.gbk,"Staphylococcus aureus strain NAS_AN_005 chromosome, complete genome.",2746478,circular
10988,10988,GCF_022405075.1_NZ_CP062346.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405075.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_022405075.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405075.1\,8,NZ_CP062346.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405075.1\GCF_022405075.1.gbk,"Staphylococcus aureus strain NAS_AN_261 chromosome, complete genome.",2823053,circular
10989,10989,GCF_038788575.1_NZ_CP125862.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038788575.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_038788575.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038788575.1\,7,NZ_CP125862.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038788575.1\GCF_038788575.1.gbk,"Staphylococcus aureus strain 18-02202-1 chromosome, complete genome.",2877647,circular
10990,10990,GCF_046529975.1_NZ_CP170404.1.region003,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529975.1\index.html,#r1c3,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046529975.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529975.1\,7,NZ_CP170404.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529975.1\GCF_046529975.1.gbk,"Staphylococcus aureus strain t7960 chromosome, complete genome.",2847113,circular
10991,10991,GCF_030534055.1_NZ_CP130538.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030534055.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_030534055.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030534055.1\,9,NZ_CP130538.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030534055.1\GCF_030534055.1.gbk,"Staphylococcus aureus strain SA11-SX chromosome, complete genome.",2869199,circular
10992,10992,GCF_046268005.1_NZ_CP176564.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046268005.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046268005.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046268005.1\,8,NZ_CP176564.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046268005.1\GCF_046268005.1.gbk,Staphylococcus aureus strain V0641 chromosome.,2876497,linear
10993,10993,GCF_046268015.1_NZ_CP176565.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046268015.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046268015.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046268015.1\,7,NZ_CP176565.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046268015.1\GCF_046268015.1.gbk,Staphylococcus aureus strain V0353 chromosome.,2785524,linear
10994,10994,GCF_009912115.1_NZ_CP047792.1.region004,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912115.1\index.html,#r1c4,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_009912115.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912115.1\,8,NZ_CP047792.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912115.1\GCF_009912115.1.gbk,"Staphylococcus aureus strain UP_794 chromosome, complete genome.",2760735,circular
10995,10995,GCF_900474565.1_NZ_LS483302.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900474565.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_900474565.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900474565.1\,7,NZ_LS483302.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900474565.1\GCF_900474565.1.gbk,"Staphylococcus aureus strain NCTC8726 chromosome 1, complete sequence.",2751084,circular
10996,10996,GCF_045790325.1_NZ_CP089497.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045790325.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_045790325.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045790325.1\,7,NZ_CP089497.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045790325.1\GCF_045790325.1.gbk,"Staphylococcus aureus strain 3045_IIV_ST8 chromosome, complete genome.",2891143,circular
10997,10997,GCF_029625375.1_NZ_CP121204.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_029625375.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_029625375.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_029625375.1\,7,NZ_CP121204.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_029625375.1\GCF_029625375.1.gbk,"Staphylococcus aureus strain SA0907 chromosome, complete genome.",2981436,circular
10998,10998,GCF_033808255.1_NZ_CP138566.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_033808255.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_033808255.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_033808255.1\,7,NZ_CP138566.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_033808255.1\GCF_033808255.1.gbk,"Staphylococcus aureus strain AUSMDU00020487 chromosome, complete genome.",2895690,circular
10999,10999,GCF_038427395.1_NZ_CP131652.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038427395.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_038427395.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038427395.1\,8,NZ_CP131652.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038427395.1\GCF_038427395.1.gbk,"Staphylococcus aureus strain 2008S01-206 chromosome, complete genome.",2888060,circular
11000,11000,GCF_036670075.1_NZ_CP138664.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670075.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_036670075.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670075.1\,8,NZ_CP138664.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670075.1\GCF_036670075.1.gbk,"Staphylococcus aureus strain DA70504 chromosome, complete genome.",2729011,circular
11001,11001,GCF_037120235.2_NZ_CP157769.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037120235.2\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_037120235.2,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037120235.2\,8,NZ_CP157769.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037120235.2\GCF_037120235.2.gbk,"Staphylococcus aureus strain BSN118 chromosome, complete genome.",2748216,circular
11002,11002,GCF_037083885.2_NZ_CP157773.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037083885.2\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_037083885.2,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037083885.2\,8,NZ_CP157773.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037083885.2\GCF_037083885.2.gbk,"Staphylococcus aureus strain BSN89 chromosome, complete genome.",2766693,circular
11003,11003,GCF_038096215.1_NZ_CP151113.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038096215.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_038096215.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038096215.1\,8,NZ_CP151113.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038096215.1\GCF_038096215.1.gbk,"Staphylococcus aureus strain BSN165 chromosome, complete genome.",2749865,circular
11004,11004,GCF_041531645.1_NZ_CP168089.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_041531645.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_041531645.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_041531645.1\,8,NZ_CP168089.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_041531645.1\GCF_041531645.1.gbk,"Staphylococcus aureus strain CUBIST-23 chromosome, complete genome.",2789600,circular
11005,11005,GCF_038096255.1_NZ_CP151127.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038096255.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_038096255.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038096255.1\,8,NZ_CP151127.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038096255.1\GCF_038096255.1.gbk,"Staphylococcus aureus strain BSN158 chromosome, complete genome.",2697425,circular
11006,11006,GCF_030064005.1_NZ_CP125899.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030064005.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_030064005.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030064005.1\,8,NZ_CP125899.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030064005.1\GCF_030064005.1.gbk,"Staphylococcus aureus strain CHAL3 chromosome, complete genome.",2727404,circular
11007,11007,GCF_030342405.2_NZ_CP165638.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342405.2\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_030342405.2,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342405.2\,8,NZ_CP165638.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342405.2\GCF_030342405.2.gbk,"Staphylococcus aureus strain BSN01 chromosome, complete genome.",2790658,circular
11008,11008,GCF_030382045.2_NZ_CP162113.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030382045.2\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_030382045.2,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030382045.2\,8,NZ_CP162113.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030382045.2\GCF_030382045.2.gbk,"Staphylococcus aureus strain BSN10 chromosome, complete genome.",2703747,circular
11009,11009,GCF_025398055.1_NZ_CP104559.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025398055.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_025398055.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025398055.1\,7,NZ_CP104559.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025398055.1\GCF_025398055.1.gbk,"Staphylococcus aureus strain SA2107 chromosome, complete genome.",2830479,circular
11010,11010,GCF_046741605.1_NZ_CP123070.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046741605.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046741605.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046741605.1\,7,NZ_CP123070.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046741605.1\GCF_046741605.1.gbk,"Staphylococcus aureus strain SW-MSSA64 chromosome, complete genome.",2742291,circular
11011,11011,GCF_046741945.1_NZ_CP123128.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046741945.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046741945.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046741945.1\,8,NZ_CP123128.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046741945.1\GCF_046741945.1.gbk,"Staphylococcus aureus strain GE-MSSA31 chromosome, complete genome.",2762438,circular
11012,11012,GCF_900323925.1_NZ_LT992434.1.region002,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323925.1\index.html,#r1c2,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_900323925.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323925.1\,7,NZ_LT992434.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323925.1\GCF_900323925.1.gbk,Staphylococcus aureus isolate 1549-WT chromosome I.,2730154,linear
11013,11013,GCF_900323965.1_NZ_LT992435.1.region002,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323965.1\index.html,#r1c2,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_900323965.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323965.1\,7,NZ_LT992435.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323965.1\GCF_900323965.1.gbk,Staphylococcus aureus isolate 1549-SCV chromosome I.,2730180,linear
11014,11014,GCF_900323955.1_NZ_LT992436.1.region002,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323955.1\index.html,#r1c2,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_900323955.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323955.1\,7,NZ_LT992436.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900323955.1\GCF_900323955.1.gbk,Staphylococcus aureus isolate 1549-REV chromosome I.,2730181,linear
11015,11015,GCF_046742085.1_NZ_CP123156.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046742085.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046742085.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046742085.1\,8,NZ_CP123156.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046742085.1\GCF_046742085.1.gbk,"Staphylococcus aureus strain GE-MRSA16 chromosome, complete genome.",2778767,circular
11016,11016,GCF_046530665.1_NZ_CP170436.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046530665.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046530665.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046530665.1\,8,NZ_CP170436.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046530665.1\GCF_046530665.1.gbk,"Staphylococcus aureus strain t1510 chromosome, complete genome.",2743525,circular
11017,11017,GCF_046529905.1_NZ_CP170401.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529905.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_046529905.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529905.1\,7,NZ_CP170401.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529905.1\GCF_046529905.1.gbk,"Staphylococcus aureus strain t10543 chromosome, complete genome.",2772060,circular
11018,11018,GCF_036670125.1_NZ_CP138669.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670125.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_036670125.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670125.1\,7,NZ_CP138669.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670125.1\GCF_036670125.1.gbk,"Staphylococcus aureus strain DA70710 chromosome, complete genome.",2745423,circular
11019,11019,GCF_036670065.1_NZ_CP138663.1.region006,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670065.1\index.html,#r1c6,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_036670065.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670065.1\,7,NZ_CP138663.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670065.1\GCF_036670065.1.gbk,"Staphylococcus aureus strain DA70518 chromosome, complete genome.",2770550,circular
11020,11020,GCF_000412775.1_NC_021554.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_000412775.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_000412775.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_000412775.1\,8,NC_021554.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_000412775.1\GCF_000412775.1.gbk,"Staphylococcus aureus CA-347, complete sequence.",2850503,circular
11021,11021,GCF_002633765.1_NZ_CP017685.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002633765.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_002633765.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002633765.1\,7,NZ_CP017685.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002633765.1\GCF_002633765.1.gbk,"Staphylococcus aureus strain CFSAN007835 chromosome, complete genome.",2676924,circular
11022,11022,GCF_003073755.1_NZ_CP029084.1.region001,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003073755.1\index.html,#r1c1,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_003073755.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003073755.1\,8,NZ_CP029084.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003073755.1\GCF_003073755.1.gbk,"Staphylococcus aureus strain AR464 chromosome, complete genome.",2793317,circular
11023,11023,GCF_003073635.1_NZ_CP029080.1.region007,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003073635.1\index.html,#r1c7,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_003073635.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003073635.1\,8,NZ_CP029080.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003073635.1\GCF_003073635.1.gbk,"Staphylococcus aureus strain AR466 chromosome, complete genome.",2786146,circular
11024,11024,GCF_001594205.1_NZ_CP014791.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001594205.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_001594205.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001594205.1\,7,NZ_CP014791.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001594205.1\GCF_001594205.1.gbk,"Staphylococcus aureus strain MCRF184 chromosome, complete genome.",2664662,circular
11025,11025,GCF_009912455.1_NZ_CP047787.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912455.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_009912455.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912455.1\,7,NZ_CP047787.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912455.1\GCF_009912455.1.gbk,"Staphylococcus aureus strain UP_1108 chromosome, complete genome.",2672314,circular
11026,11026,GCF_009912635.1_NZ_CP047795.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912635.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_009912635.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912635.1\,7,NZ_CP047795.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912635.1\GCF_009912635.1.gbk,"Staphylococcus aureus strain UP_490 chromosome, complete genome.",2706366,circular
11027,11027,GCF_009912875.1_NZ_CP047845.1.region003,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912875.1\index.html,#r1c3,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_009912875.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912875.1\,8,NZ_CP047845.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912875.1\GCF_009912875.1.gbk,"Staphylococcus aureus strain UP_591 chromosome, complete genome.",2720524,circular
11028,11028,GCF_008330585.1_NZ_CP031886.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_008330585.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_008330585.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_008330585.1\,8,NZ_CP031886.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_008330585.1\GCF_008330585.1.gbk,"Staphylococcus aureus strain CFSAN082783 chromosome, complete genome.",2749000,circular
11029,11029,GCF_022226975.1_NZ_CP092055.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022226975.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_022226975.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022226975.1\,7,NZ_CP092055.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022226975.1\GCF_022226975.1.gbk,"Staphylococcus aureus strain USA600 chromosome, complete genome.",2700946,circular
11030,11030,GCF_020389485.1_NZ_CP077925.1.region005,7,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020389485.1\index.html,#r1c5,NI-siderophore,staphyloferrin A,1.0,Staphylococcus,GCF_020389485.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020389485.1\,7,NZ_CP077925.1,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020389485.1\GCF_020389485.1.gbk,"Staphylococcus aureus strain 198 chromosome, complete genome.",2754401,circular
