"dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strain_name","combined"
"GCF_902509515.1_NZ_LR735437.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_902509515.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_902509515.1","GCF_902509515.1_NZ_LR735437.1.region004_#r1c4"
"GCF_900638695.1_NZ_LR134536.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900638695.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900638695.1","GCF_900638695.1_NZ_LR134536.1.region005_#r1c5"
"GCF_902509505.1_NZ_LR735434.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_902509505.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_902509505.1","GCF_902509505.1_NZ_LR735434.1.region004_#r1c4"
"GCF_021513095.1_NZ_CP090998.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_021513095.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_021513095.1","GCF_021513095.1_NZ_CP090998.1.region004_#r1c4"
"GCF_016406625.1_NZ_CP066376.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016406625.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016406625.1","GCF_016406625.1_NZ_CP066376.1.region004_#r1c4"
"GCF_021513075.1_NZ_CP090985.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_021513075.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_021513075.1","GCF_021513075.1_NZ_CP090985.1.region002_#r1c2"
"GCF_009769125.1_NZ_CP043847.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009769125.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_009769125.1","GCF_009769125.1_NZ_CP043847.1.region004_#r1c4"
"GCF_024266825.1_NZ_CP090941.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024266825.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024266825.1","GCF_024266825.1_NZ_CP090941.1.region004_#r1c4"
"GCF_029025685.1_NZ_CP119047.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_029025685.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_029025685.1","GCF_029025685.1_NZ_CP119047.1.region004_#r1c4"
"GCF_030291655.1_NZ_CP127869.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030291655.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_030291655.1","GCF_030291655.1_NZ_CP127869.1.region004_#r1c4"
"GCF_014334295.1_NZ_CP060528.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_014334295.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_014334295.1","GCF_014334295.1_NZ_CP060528.1.region004_#r1c4"
"GCF_038049065.1_NZ_CP150893.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038049065.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_038049065.1","GCF_038049065.1_NZ_CP150893.1.region005_#r1c5"
"GCF_024363485.1_NZ_AP024738.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363485.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363485.1","GCF_024363485.1_NZ_AP024738.1.region006_#r1c6"
"GCF_022405675.1_NZ_CP062399.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405675.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022405675.1","GCF_022405675.1_NZ_CP062399.1.region005_#r1c5"
"GCF_009937785.1_NZ_CP047809.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009937785.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_009937785.1","GCF_009937785.1_NZ_CP047809.1.region004_#r1c4"
"GCF_001307235.1_NZ_CP012756.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001307235.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001307235.1","GCF_001307235.1_NZ_CP012756.1.region002_#r1c2"
"GCF_031826655.1_NZ_CP134532.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_031826655.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_031826655.1","GCF_031826655.1_NZ_CP134532.1.region005_#r1c5"
"GCF_026625525.1_NZ_CP113051.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625525.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_026625525.1","GCF_026625525.1_NZ_CP113051.1.region003_#r1c3"
"GCF_027943905.1_NZ_AP027134.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_027943905.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_027943905.1","GCF_027943905.1_NZ_AP027134.1.region005_#r1c5"
"GCF_900607285.1_NZ_LR027877.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900607285.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900607285.1","GCF_900607285.1_NZ_LR027877.1.region006_#r1c6"
"GCF_015219925.1_NZ_CP062465.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_015219925.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_015219925.1","GCF_015219925.1_NZ_CP062465.1.region005_#r1c5"
"GCF_001986135.1_NZ_CP019563.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001986135.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001986135.1","GCF_001986135.1_NZ_CP019563.1.region006_#r1c6"
"GCF_900474555.1_NZ_LS483308.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900474555.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900474555.1","GCF_900474555.1_NZ_LS483308.1.region005_#r1c5"
"GCF_900635095.1_NZ_LR133917.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900635095.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900635095.1","GCF_900635095.1_NZ_LR133917.1.region007_#r1c7"
"GCF_009912555.1_NZ_CP047835.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912555.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_009912555.1","GCF_009912555.1_NZ_CP047835.1.region007_#r1c7"
"GCF_009913035.1_NZ_CP047852.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009913035.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_009913035.1","GCF_009913035.1_NZ_CP047852.1.region007_#r1c7"
"GCF_022405055.1_NZ_CP062344.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405055.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022405055.1","GCF_022405055.1_NZ_CP062344.1.region007_#r1c7"
"GCF_022369535.1_NZ_CP062312.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022369535.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022369535.1","GCF_022369535.1_NZ_CP062312.1.region007_#r1c7"
"GCF_001018645.2_NZ_CP026964.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001018645.2\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001018645.2","GCF_001018645.2_NZ_CP026964.1.region005_#r1c5"
"GCF_001019125.2_NZ_CP026957.1.region008",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001019125.2\index.html","#r1c8","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001019125.2","GCF_001019125.2_NZ_CP026957.1.region008_#r1c8"
"GCF_001019535.2_NZ_CP026073.1.region008",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001019535.2\index.html","#r1c8","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001019535.2","GCF_001019535.2_NZ_CP026073.1.region008_#r1c8"
"GCF_014696685.1_NZ_CP051482.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_014696685.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_014696685.1","GCF_014696685.1_NZ_CP051482.1.region007_#r1c7"
"GCF_014696835.1_NZ_CP051483.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_014696835.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_014696835.1","GCF_014696835.1_NZ_CP051483.1.region007_#r1c7"
"GCF_003952625.1_NZ_CP034441.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003952625.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003952625.1","GCF_003952625.1_NZ_CP034441.1.region006_#r1c6"
"GCF_023373745.1_NZ_CP091523.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023373745.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_023373745.1","GCF_023373745.1_NZ_CP091523.1.region007_#r1c7"
"GCF_002850395.1_NZ_CP020713.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002850395.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002850395.1","GCF_002850395.1_NZ_CP020713.1.region003_#r1c3"
"GCF_002850415.1_NZ_CP020714.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002850415.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002850415.1","GCF_002850415.1_NZ_CP020714.1.region004_#r1c4"
"GCF_004136655.1_NZ_CP030136.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_004136655.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_004136655.1","GCF_004136655.1_NZ_CP030136.1.region003_#r1c3"
"GCF_003432365.1_NZ_CP031838.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003432365.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003432365.1","GCF_003432365.1_NZ_CP031838.1.region003_#r1c3"
"GCF_003432345.1_NZ_CP031839.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003432345.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003432345.1","GCF_003432345.1_NZ_CP031839.1.region003_#r1c3"
"GCF_022406675.1_NZ_CP060141.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022406675.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022406675.1","GCF_022406675.1_NZ_CP060141.1.region005_#r1c5"
"GCF_022405435.1_NZ_CP062376.1.region007",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405435.1\index.html","#r1c7","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022405435.1","GCF_022405435.1_NZ_CP062376.1.region007_#r1c7"
"GCF_022405185.1_NZ_CP062350.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405185.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022405185.1","GCF_022405185.1_NZ_CP062350.1.region006_#r1c6"
"GCF_024399375.1_NZ_CP075563.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024399375.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024399375.1","GCF_024399375.1_NZ_CP075563.1.region005_#r1c5"
"GCF_009912755.1_NZ_CP047847.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912755.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_009912755.1","GCF_009912755.1_NZ_CP047847.1.region006_#r1c6"
"GCF_009912775.1_NZ_CP047841.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912775.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_009912775.1","GCF_009912775.1_NZ_CP047841.1.region006_#r1c6"
"GCF_016727585.1_NZ_CP068143.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016727585.1","GCF_016727585.1_NZ_CP068143.1.region003_#r1c3"
"GCF_018075265.1_NZ_CP073012.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018075265.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018075265.1","GCF_018075265.1_NZ_CP073012.1.region006_#r1c6"
"GCF_019134635.1_NZ_CP077757.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019134635.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_019134635.1","GCF_019134635.1_NZ_CP077757.1.region006_#r1c6"
"GCF_019134615.1_NZ_CP077755.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019134615.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_019134615.1","GCF_019134615.1_NZ_CP077755.1.region006_#r1c6"
"GCF_030533745.1_NZ_CP130517.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030533745.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_030533745.1","GCF_030533745.1_NZ_CP130517.1.region003_#r1c3"
"GCF_022221525.1_NZ_CP080222.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022221525.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022221525.1","GCF_022221525.1_NZ_CP080222.1.region005_#r1c5"
"GCF_022405145.1_NZ_CP062348.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022405145.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_022405145.1","GCF_022405145.1_NZ_CP062348.1.region004_#r1c4"
"GCF_015999445.1_NZ_CP065515.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_015999445.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_015999445.1","GCF_015999445.1_NZ_CP065515.1.region006_#r1c6"
"GCF_016413705.1_NZ_CP066488.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016413705.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016413705.1","GCF_016413705.1_NZ_CP066488.1.region006_#r1c6"
"GCF_017088305.1_NZ_CP070986.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_017088305.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_017088305.1","GCF_017088305.1_NZ_CP070986.1.region006_#r1c6"
"GCF_013415955.1_NZ_CP045435.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_013415955.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_013415955.1","GCF_013415955.1_NZ_CP045435.1.region005_#r1c5"
"GCF_013363895.1_NZ_CP054876.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_013363895.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_013363895.1","GCF_013363895.1_NZ_CP054876.1.region006_#r1c6"
"GCF_012974825.1_NZ_CP038229.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_012974825.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_012974825.1","GCF_012974825.1_NZ_CP038229.1.region006_#r1c6"
"GCF_011035105.1_NZ_CP047021.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_011035105.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_011035105.1","GCF_011035105.1_NZ_CP047021.1.region006_#r1c6"
"GCF_015767475.1_NZ_CP065199.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_015767475.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_015767475.1","GCF_015767475.1_NZ_CP065199.1.region005_#r1c5"
"GCF_018622755.1_NZ_CP076026.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018622755.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018622755.1","GCF_018622755.1_NZ_CP076026.1.region006_#r1c6"
"GCF_018622975.1_NZ_CP076029.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018622975.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018622975.1","GCF_018622975.1_NZ_CP076029.1.region004_#r1c4"
"GCF_018623015.1_NZ_CP076027.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018623015.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018623015.1","GCF_018623015.1_NZ_CP076027.1.region006_#r1c6"
"GCF_018622855.1_NZ_CP076025.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018622855.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018622855.1","GCF_018622855.1_NZ_CP076025.1.region006_#r1c6"
"GCF_018622615.1_NZ_CP076028.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018622615.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018622615.1","GCF_018622615.1_NZ_CP076028.1.region006_#r1c6"
"GCF_001027045.1_NZ_CP011528.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001027045.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001027045.1","GCF_001027045.1_NZ_CP011528.1.region005_#r1c5"
"GCF_001298325.2_NZ_CP019945.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001298325.2\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001298325.2","GCF_001298325.2_NZ_CP019945.1.region005_#r1c5"
"GCF_003030225.1_NZ_CP028189.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003030225.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003030225.1","GCF_003030225.1_NZ_CP028189.1.region002_#r1c2"
"GCF_002952015.1_NZ_CP020656.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002952015.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002952015.1","GCF_002952015.1_NZ_CP020656.1.region002_#r1c2"
"GCF_003957315.1_NZ_CP034486.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003957315.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003957315.1","GCF_003957315.1_NZ_CP034486.1.region004_#r1c4"
"GCF_007813675.1_NZ_CP031265.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_007813675.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_007813675.1","GCF_007813675.1_NZ_CP031265.1.region006_#r1c6"
"GCF_007185035.1_NZ_AP019751.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_007185035.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_007185035.1","GCF_007185035.1_NZ_AP019751.1.region006_#r1c6"
"GCF_002209325.1_NZ_CP017115.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002209325.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002209325.1","GCF_002209325.1_NZ_CP017115.1.region006_#r1c6"
"GCF_002795285.1_NZ_CP019574.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002795285.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002795285.1","GCF_002795285.1_NZ_CP019574.1.region006_#r1c6"
"GCF_002633825.1_NZ_CP017680.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002633825.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002633825.1","GCF_002633825.1_NZ_CP017680.1.region006_#r1c6"
"GCF_001879545.1_NZ_CP013132.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001879545.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001879545.1","GCF_001879545.1_NZ_CP013132.1.region006_#r1c6"
"GCF_000011525.1_NC_002953.3.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_000011525.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_000011525.1","GCF_000011525.1_NC_002953.3.region006_#r1c6"
"GCF_000011265.1_NC_003923.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_000011265.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_000011265.1","GCF_000011265.1_NC_003923.1.region006_#r1c6"
"GCF_003573835.1_NZ_AP018923.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003573835.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003573835.1","GCF_003573835.1_NZ_AP018923.1.region006_#r1c6"
"GCF_024363305.1_NZ_AP024723.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363305.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363305.1","GCF_024363305.1_NZ_AP024723.1.region006_#r1c6"
"GCF_024363345.1_NZ_AP024728.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363345.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363345.1","GCF_024363345.1_NZ_AP024728.1.region006_#r1c6"
"GCF_024363385.1_NZ_AP024732.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363385.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363385.1","GCF_024363385.1_NZ_AP024732.1.region006_#r1c6"
"GCF_024363465.1_NZ_AP024736.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363465.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363465.1","GCF_024363465.1_NZ_AP024736.1.region006_#r1c6"
"GCF_024363505.1_NZ_AP024742.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363505.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363505.1","GCF_024363505.1_NZ_AP024742.1.region006_#r1c6"
"GCF_024363445.1_NZ_AP024734.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363445.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363445.1","GCF_024363445.1_NZ_AP024734.1.region006_#r1c6"
"GCF_024363365.1_NZ_AP024730.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363365.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363365.1","GCF_024363365.1_NZ_AP024730.1.region006_#r1c6"
"GCF_024363325.1_NZ_AP024726.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024363325.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_024363325.1","GCF_024363325.1_NZ_AP024726.1.region006_#r1c6"
"GCF_900620215.1_NZ_LR130509.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900620215.1\index.html","#r1c6","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900620215.1","GCF_900620215.1_NZ_LR130509.1.region006_#r1c6"
"GCF_046529895.1_NZ_CP170399.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046529895.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_046529895.1","GCF_046529895.1_NZ_CP170399.1.region003_#r1c3"
"GCF_046530025.1_NZ_CP170416.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_046530025.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_046530025.1","GCF_046530025.1_NZ_CP170416.1.region003_#r1c3"
"GCF_900474715.1_NZ_LS483311.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900474715.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900474715.1","GCF_900474715.1_NZ_LS483311.1.region005_#r1c5"
