"","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","filename","path","gbk_address"
"7744","GCF_034424945.2_NZ_CP160409.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034424945.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP160409.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034424945.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034424945.2\NZ_CP160409.1.region001.gbk"
"7745","GCF_009912655.1_NZ_CP047830.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912655.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP047830.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912655.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_009912655.1\NZ_CP047830.1.region001.gbk"
"7746","GCF_947034825.1_NZ_OX344719.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_947034825.1\index.html","#r1c4","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_OX344719.1.region004.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_947034825.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_947034825.1\NZ_OX344719.1.region004.gbk"
"7747","GCF_037046245.2_NZ_CP154385.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037046245.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP154385.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037046245.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037046245.2\NZ_CP154385.1.region001.gbk"
"7748","GCF_037201955.1_NZ_CP147506.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037201955.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP147506.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037201955.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037201955.1\NZ_CP147506.1.region001.gbk"
"7749","GCF_030342385.2_NZ_CP165640.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342385.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP165640.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342385.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342385.2\NZ_CP165640.1.region001.gbk"
"7750","GCF_016743875.1_NZ_CP068247.1.region007",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\index.html","#r1c7","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP068247.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\NZ_CP068247.1.region007.gbk"
"7751","GCF_023170045.1_NZ_AP025693.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023170045.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_AP025693.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023170045.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023170045.1\NZ_AP025693.1.region001.gbk"
"7752","GCF_023278065.1_NZ_CP059180.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023278065.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP059180.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023278065.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_023278065.1\NZ_CP059180.1.region001.gbk"
"7753","GCF_024296825.1_NZ_CP101124.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024296825.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP101124.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024296825.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024296825.1\NZ_CP101124.1.region001.gbk"
"7754","GCF_024925485.1_NZ_CP103850.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024925485.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP103850.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024925485.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024925485.1\NZ_CP103850.1.region001.gbk"
"7755","GCF_024172245.1_NZ_CP099576.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024172245.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP099576.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024172245.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_024172245.1\NZ_CP099576.1.region001.gbk"
"7756","GCF_019334585.1_NZ_CP079715.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019334585.1\index.html","#r1c3","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP079715.1.region003.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019334585.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019334585.1\NZ_CP079715.1.region003.gbk"
"7757","GCF_019551235.1_NZ_CP080553.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019551235.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP080553.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019551235.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019551235.1\NZ_CP080553.1.region001.gbk"
"7758","GCF_019551175.1_NZ_CP080556.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019551175.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP080556.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019551175.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_019551175.1\NZ_CP080556.1.region001.gbk"
"7759","GCF_022404575.1_NZ_CP062320.1.region007",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022404575.1\index.html","#r1c7","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP062320.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022404575.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022404575.1\NZ_CP062320.1.region007.gbk"
"7760","GCF_022226995.1_NZ_CP092052.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022226995.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP092052.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022226995.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022226995.1\NZ_CP092052.1.region001.gbk"
"7761","GCF_022163485.2_NZ_CP091876.2.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022163485.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP091876.2.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022163485.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_022163485.2\NZ_CP091876.2.region001.gbk"
"7762","GCF_020985245.1_NZ_CP087593.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020985245.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP087593.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020985245.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020985245.1\NZ_CP087593.1.region001.gbk"
"7763","GCF_021390135.1_NZ_CP090001.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_021390135.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP090001.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_021390135.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_021390135.1\NZ_CP090001.1.region001.gbk"
"7764","GCF_020388655.1_NZ_CP077877.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388655.1\index.html","#r1c5","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP077877.1.region005.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388655.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388655.1\NZ_CP077877.1.region005.gbk"
"7765","GCF_020388715.1_NZ_CP077888.1.region006",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388715.1\index.html","#r1c6","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP077888.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388715.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388715.1\NZ_CP077888.1.region006.gbk"
"7766","GCF_020388735.1_NZ_CP077889.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388735.1\index.html","#r1c3","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP077889.1.region003.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388735.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388735.1\NZ_CP077889.1.region003.gbk"
"7767","GCF_020388695.1_NZ_CP077885.1.region007",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388695.1\index.html","#r1c7","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP077885.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388695.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388695.1\NZ_CP077885.1.region007.gbk"
"7768","GCF_020388395.1_NZ_CP077933.1.region006",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388395.1\index.html","#r1c6","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP077933.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388395.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388395.1\NZ_CP077933.1.region006.gbk"
"7769","GCF_020388355.1_NZ_CP077870.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388355.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP077870.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388355.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_020388355.1\NZ_CP077870.1.region001.gbk"
"7770","GCF_018732165.1_NZ_CP076105.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018732165.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP076105.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018732165.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018732165.1\NZ_CP076105.1.region001.gbk"
"7771","GCF_026167725.1_NZ_CP104476.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026167725.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP104476.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026167725.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026167725.1\NZ_CP104476.1.region001.gbk"
"7772","GCF_026167765.1_NZ_CP104478.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026167765.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP104478.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026167765.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026167765.1\NZ_CP104478.1.region001.gbk"
"7773","GCF_028596045.1_NZ_CP117203.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028596045.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP117203.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028596045.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028596045.1\NZ_CP117203.1.region001.gbk"
"7774","GCF_028596165.1_NZ_CP117242.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028596165.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP117242.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028596165.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028596165.1\NZ_CP117242.1.region001.gbk"
"7775","GCF_026625545.1_NZ_CP113052.1.region006",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625545.1\index.html","#r1c6","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP113052.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625545.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625545.1\NZ_CP113052.1.region006.gbk"
"7776","GCF_026625465.1_NZ_CP113044.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625465.1\index.html","#r1c5","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP113044.1.region005.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625465.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625465.1\NZ_CP113044.1.region005.gbk"
"7777","GCF_026625445.1_NZ_CP113042.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625445.1\index.html","#r1c5","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP113042.1.region005.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625445.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_026625445.1\NZ_CP113042.1.region005.gbk"
"7778","GCF_032764935.1_NZ_CP097114.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032764935.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP097114.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032764935.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032764935.1\NZ_CP097114.1.region001.gbk"
"7779","GCF_032808505.1_NZ_CP136524.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032808505.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP136524.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032808505.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032808505.1\NZ_CP136524.1.region001.gbk"
"7780","GCF_032809245.1_NZ_CP136528.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032809245.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP136528.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032809245.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032809245.1\NZ_CP136528.1.region001.gbk"
"7781","GCF_032765935.1_NZ_CP097115.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032765935.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP097115.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032765935.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_032765935.1\NZ_CP097115.1.region001.gbk"
"7782","GCF_033952345.2_NZ_CP152409.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_033952345.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP152409.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_033952345.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_033952345.2\NZ_CP152409.1.region001.gbk"
"7783","GCF_030534215.1_NZ_CP130549.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030534215.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP130549.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030534215.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030534215.1\NZ_CP130549.1.region001.gbk"
"7784","GCF_030544845.1_NZ_CP097113.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030544845.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP097113.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030544845.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030544845.1\NZ_CP097113.1.region001.gbk"
"7785","GCF_030644025.1_NZ_CP123750.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644025.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP123750.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644025.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644025.1\NZ_CP123750.1.region001.gbk"
"7786","GCF_030644145.1_NZ_CP123748.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644145.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP123748.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644145.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644145.1\NZ_CP123748.1.region001.gbk"
"7787","GCF_030644125.1_NZ_CP123746.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644125.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP123746.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644125.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030644125.1\NZ_CP123746.1.region001.gbk"
"7788","GCF_030342395.2_NZ_CP165774.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342395.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP165774.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342395.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342395.2\NZ_CP165774.1.region001.gbk"
"7789","GCF_030342475.2_NZ_CP165776.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342475.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP165776.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342475.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030342475.2\NZ_CP165776.1.region001.gbk"
"7790","GCF_030252775.1_NZ_CP127017.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030252775.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP127017.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030252775.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030252775.1\NZ_CP127017.1.region001.gbk"
"7791","GCF_038426605.1_NZ_CP131649.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038426605.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP131649.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038426605.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038426605.1\NZ_CP131649.1.region001.gbk"
"7792","GCF_038430005.1_NZ_CP131668.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038430005.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP131668.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038430005.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038430005.1\NZ_CP131668.1.region001.gbk"
"7793","GCF_036670045.1_NZ_CP138661.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670045.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP138661.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670045.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_036670045.1\NZ_CP138661.1.region001.gbk"
"7794","GCF_037482265.1_NZ_CP148079.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037482265.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP148079.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037482265.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037482265.1\NZ_CP148079.1.region001.gbk"
"7795","GCF_037939205.1_NZ_CP149805.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037939205.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP149805.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037939205.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037939205.1\NZ_CP149805.1.region001.gbk"
"7796","GCF_038024225.1_NZ_CP150657.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038024225.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP150657.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038024225.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_038024225.1\NZ_CP150657.1.region001.gbk"
"7797","GCF_037948675.1_NZ_CP149937.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037948675.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP149937.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037948675.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037948675.1\NZ_CP149937.1.region001.gbk"
"7798","GCF_037938875.1_NZ_CP149807.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037938875.1\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP149807.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037938875.1\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037938875.1\NZ_CP149807.1.region001.gbk"
"7799","GCF_037095045.2_NZ_CP156038.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037095045.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP156038.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037095045.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037095045.2\NZ_CP156038.1.region001.gbk"
"7800","GCF_037199585.2_NZ_CP158481.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037199585.2\index.html","#r1c1","NI-siderophore","staphyloferrin B",0.91,"Staphylococcus","NZ_CP158481.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037199585.2\","\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_037199585.2\NZ_CP158481.1.region001.gbk"
